"","Year","Cause","Age","Female","Male"
"2360",1990,1,Total,6583,7628
"2360",1990,1,0,831,1144
"2360",1990,1,1,174,207
"2360",1990,1,2,56,63
"2360",1990,1,3,34,42
"2360",1990,1,4,24,28
"2360",1990,1,5 - 9,91,116
"2360",1990,1,10 - 14,65,75
"2360",1990,1,15 - 19,71,126
"2360",1990,1,20 - 24,114,165
"2360",1990,1,25 - 29,118,161
"2360",1990,1,30 - 34,132,181
"2360",1990,1,35 - 39,146,206
"2360",1990,1,40 - 44,157,218
"2360",1990,1,45 - 49,197,247
"2360",1990,1,50 - 54,217,334
"2360",1990,1,55 - 59,278,355
"2360",1990,1,60 - 64,363,486
"2360",1990,1,65 - 69,419,575
"2360",1990,1,70 - 74,492,659
"2360",1990,1,75 - 79,2482,2128
"2360",1990,1,80 - 84,0,0
"2360",1990,1,85 - 89,0,0
"2360",1990,1,90 - 94,0,0
"2360",1990,1,95+,0,0
"2360",1990,1,UNK,122,112
"2360",1990,2,Total,466,582
"2360",1990,2,0,176,251
"2360",1990,2,1,69,82
"2360",1990,2,2,16,11
"2360",1990,2,3,7,7
"2360",1990,2,4,6,4
"2360",1990,2,5 - 9,16,16
"2360",1990,2,10 - 14,5,7
"2360",1990,2,15 - 19,4,4
"2360",1990,2,20 - 24,7,5
"2360",1990,2,25 - 29,7,3
"2360",1990,2,30 - 34,9,10
"2360",1990,2,35 - 39,6,10
"2360",1990,2,40 - 44,7,14
"2360",1990,2,45 - 49,5,13
"2360",1990,2,50 - 54,8,10
"2360",1990,2,55 - 59,7,9
"2360",1990,2,60 - 64,6,20
"2360",1990,2,65 - 69,10,18
"2360",1990,2,70 - 74,17,15
"2360",1990,2,75 - 79,69,63
"2360",1990,2,80 - 84,0,0
"2360",1990,2,85 - 89,0,0
"2360",1990,2,90 - 94,0,0
"2360",1990,2,95+,0,0
"2360",1990,2,UNK,9,10
"2360",1990,3,Total,751,665
"2360",1990,3,0,0,1
"2360",1990,3,1,1,1
"2360",1990,3,2,2,2
"2360",1990,3,3,5,1
"2360",1990,3,4,1,3
"2360",1990,3,5 - 9,5,12
"2360",1990,3,10 - 14,6,5
"2360",1990,3,15 - 19,9,9
"2360",1990,3,20 - 24,8,12
"2360",1990,3,25 - 29,16,9
"2360",1990,3,30 - 34,23,9
"2360",1990,3,35 - 39,43,26
"2360",1990,3,40 - 44,47,19
"2360",1990,3,45 - 49,67,31
"2360",1990,3,50 - 54,57,34
"2360",1990,3,55 - 59,83,61
"2360",1990,3,60 - 64,70,67
"2360",1990,3,65 - 69,59,84
"2360",1990,3,70 - 74,72,88
"2360",1990,3,75 - 79,160,186
"2360",1990,3,80 - 84,0,0
"2360",1990,3,85 - 89,0,0
"2360",1990,3,90 - 94,0,0
"2360",1990,3,95+,0,0
"2360",1990,3,UNK,17,5
"2360",1990,4,Total,2379,2484
"2360",1990,4,0,0,3
"2360",1990,4,1,0,0
"2360",1990,4,2,3,1
"2360",1990,4,3,0,1
"2360",1990,4,4,0,0
"2360",1990,4,5 - 9,4,2
"2360",1990,4,10 - 14,2,2
"2360",1990,4,15 - 19,2,1
"2360",1990,4,20 - 24,8,6
"2360",1990,4,25 - 29,5,9
"2360",1990,4,30 - 34,15,16
"2360",1990,4,35 - 39,15,26
"2360",1990,4,40 - 44,53,61
"2360",1990,4,45 - 49,61,80
"2360",1990,4,50 - 54,87,131
"2360",1990,4,55 - 59,110,159
"2360",1990,4,60 - 64,160,227
"2360",1990,4,65 - 69,227,288
"2360",1990,4,70 - 74,244,328
"2360",1990,4,75 - 79,1336,1096
"2360",1990,4,80 - 84,0,0
"2360",1990,4,85 - 89,0,0
"2360",1990,4,90 - 94,0,0
"2360",1990,4,95+,0,0
"2360",1990,4,UNK,47,47
"2360",1990,5,Total,919,993
"2360",1990,5,0,126,168
"2360",1990,5,1,29,27
"2360",1990,5,2,8,9
"2360",1990,5,3,4,5
"2360",1990,5,4,3,3
"2360",1990,5,5 - 9,11,18
"2360",1990,5,10 - 14,5,10
"2360",1990,5,15 - 19,11,15
"2360",1990,5,20 - 24,10,12
"2360",1990,5,25 - 29,25,19
"2360",1990,5,30 - 34,12,20
"2360",1990,5,35 - 39,24,32
"2360",1990,5,40 - 44,18,28
"2360",1990,5,45 - 49,18,40
"2360",1990,5,50 - 54,19,31
"2360",1990,5,55 - 59,17,25
"2360",1990,5,60 - 64,38,37
"2360",1990,5,65 - 69,32,76
"2360",1990,5,70 - 74,62,69
"2360",1990,5,75 - 79,436,336
"2360",1990,5,80 - 84,0,0
"2360",1990,5,85 - 89,0,0
"2360",1990,5,90 - 94,0,0
"2360",1990,5,95+,0,0
"2360",1990,5,UNK,11,13
"2360",1990,6,Total,18,55
"2360",1990,6,0,0,0
"2360",1990,6,1,0,0
"2360",1990,6,2,0,0
"2360",1990,6,3,0,0
"2360",1990,6,4,0,0
"2360",1990,6,5 - 9,0,0
"2360",1990,6,10 - 14,0,0
"2360",1990,6,15 - 19,0,0
"2360",1990,6,20 - 24,0,0
"2360",1990,6,25 - 29,2,1
"2360",1990,6,30 - 34,0,4
"2360",1990,6,35 - 39,2,2
"2360",1990,6,40 - 44,0,4
"2360",1990,6,45 - 49,1,4
"2360",1990,6,50 - 54,1,6
"2360",1990,6,55 - 59,0,3
"2360",1990,6,60 - 64,2,4
"2360",1990,6,65 - 69,2,12
"2360",1990,6,70 - 74,1,7
"2360",1990,6,75 - 79,6,6
"2360",1990,6,80 - 84,0,0
"2360",1990,6,85 - 89,0,0
"2360",1990,6,90 - 94,0,0
"2360",1990,6,95+,0,0
"2360",1990,6,UNK,1,2
"2360",1990,7,Total,89,118
"2360",1990,7,0,29,45
"2360",1990,7,1,8,11
"2360",1990,7,2,1,4
"2360",1990,7,3,1,3
"2360",1990,7,4,2,4
"2360",1990,7,5 - 9,8,6
"2360",1990,7,10 - 14,6,8
"2360",1990,7,15 - 19,2,4
"2360",1990,7,20 - 24,7,5
"2360",1990,7,25 - 29,4,3
"2360",1990,7,30 - 34,3,3
"2360",1990,7,35 - 39,5,2
"2360",1990,7,40 - 44,1,4
"2360",1990,7,45 - 49,3,2
"2360",1990,7,50 - 54,0,3
"2360",1990,7,55 - 59,2,2
"2360",1990,7,60 - 64,0,0
"2360",1990,7,65 - 69,1,0
"2360",1990,7,70 - 74,1,4
"2360",1990,7,75 - 79,5,5
"2360",1990,7,80 - 84,0,0
"2360",1990,7,85 - 89,0,0
"2360",1990,7,90 - 94,0,0
"2360",1990,7,95+,0,0
"2360",1990,7,UNK,0,0
