"","Year","Cause","Age","Female","Male"
"2290",1990,1,Total,6119,6053
"2290",1990,1,0,197,239
"2290",1990,1,1,50,57
"2290",1990,1,2,15,20
"2290",1990,1,3,14,15
"2290",1990,1,4,4,12
"2290",1990,1,5 - 9,35,27
"2290",1990,1,10 - 14,32,38
"2290",1990,1,15 - 19,46,54
"2290",1990,1,20 - 24,50,68
"2290",1990,1,25 - 29,54,73
"2290",1990,1,30 - 34,82,79
"2290",1990,1,35 - 39,85,67
"2290",1990,1,40 - 44,102,111
"2290",1990,1,45 - 49,134,154
"2290",1990,1,50 - 54,196,196
"2290",1990,1,55 - 59,236,295
"2290",1990,1,60 - 64,394,470
"2290",1990,1,65 - 69,529,650
"2290",1990,1,70 - 74,655,800
"2290",1990,1,75 - 79,843,959
"2290",1990,1,80 - 84,853,763
"2290",1990,1,85 - 89,1450,849
"2290",1990,1,90 - 94,0,0
"2290",1990,1,95+,0,0
"2290",1990,1,UNK,63,57
"2290",1990,2,Total,125,181
"2290",1990,2,0,23,36
"2290",1990,2,1,13,16
"2290",1990,2,2,0,2
"2290",1990,2,3,1,2
"2290",1990,2,4,0,1
"2290",1990,2,5 - 9,2,4
"2290",1990,2,10 - 14,4,4
"2290",1990,2,15 - 19,5,1
"2290",1990,2,20 - 24,0,2
"2290",1990,2,25 - 29,2,4
"2290",1990,2,30 - 34,2,4
"2290",1990,2,35 - 39,2,2
"2290",1990,2,40 - 44,3,10
"2290",1990,2,45 - 49,1,6
"2290",1990,2,50 - 54,1,6
"2290",1990,2,55 - 59,4,9
"2290",1990,2,60 - 64,5,5
"2290",1990,2,65 - 69,3,7
"2290",1990,2,70 - 74,10,18
"2290",1990,2,75 - 79,15,20
"2290",1990,2,80 - 84,5,9
"2290",1990,2,85 - 89,23,13
"2290",1990,2,90 - 94,0,0
"2290",1990,2,95+,0,0
"2290",1990,2,UNK,1,0
"2290",1990,3,Total,901,1014
"2290",1990,3,0,2,0
"2290",1990,3,1,2,1
"2290",1990,3,2,0,1
"2290",1990,3,3,2,0
"2290",1990,3,4,2,2
"2290",1990,3,5 - 9,3,1
"2290",1990,3,10 - 14,2,4
"2290",1990,3,15 - 19,5,12
"2290",1990,3,20 - 24,7,8
"2290",1990,3,25 - 29,10,8
"2290",1990,3,30 - 34,24,4
"2290",1990,3,35 - 39,30,9
"2290",1990,3,40 - 44,36,24
"2290",1990,3,45 - 49,45,35
"2290",1990,3,50 - 54,63,53
"2290",1990,3,55 - 59,54,63
"2290",1990,3,60 - 64,87,113
"2290",1990,3,65 - 69,104,141
"2290",1990,3,70 - 74,94,163
"2290",1990,3,75 - 79,133,178
"2290",1990,3,80 - 84,87,111
"2290",1990,3,85 - 89,96,74
"2290",1990,3,90 - 94,0,0
"2290",1990,3,95+,0,0
"2290",1990,3,UNK,13,9
"2290",1990,4,Total,2459,2085
"2290",1990,4,0,10,10
"2290",1990,4,1,0,4
"2290",1990,4,2,2,1
"2290",1990,4,3,2,2
"2290",1990,4,4,0,0
"2290",1990,4,5 - 9,6,2
"2290",1990,4,10 - 14,6,4
"2290",1990,4,15 - 19,8,5
"2290",1990,4,20 - 24,12,15
"2290",1990,4,25 - 29,12,12
"2290",1990,4,30 - 34,21,19
"2290",1990,4,35 - 39,22,17
"2290",1990,4,40 - 44,26,26
"2290",1990,4,45 - 49,34,44
"2290",1990,4,50 - 54,58,53
"2290",1990,4,55 - 59,84,100
"2290",1990,4,60 - 64,143,166
"2290",1990,4,65 - 69,187,219
"2290",1990,4,70 - 74,285,307
"2290",1990,4,75 - 79,368,376
"2290",1990,4,80 - 84,440,329
"2290",1990,4,85 - 89,706,353
"2290",1990,4,90 - 94,0,0
"2290",1990,4,95+,0,0
"2290",1990,4,UNK,27,21
"2290",1990,5,Total,991,971
"2290",1990,5,0,24,30
"2290",1990,5,1,4,6
"2290",1990,5,2,1,2
"2290",1990,5,3,2,1
"2290",1990,5,4,0,1
"2290",1990,5,5 - 9,6,3
"2290",1990,5,10 - 14,6,9
"2290",1990,5,15 - 19,2,15
"2290",1990,5,20 - 24,8,19
"2290",1990,5,25 - 29,10,15
"2290",1990,5,30 - 34,14,12
"2290",1990,5,35 - 39,9,11
"2290",1990,5,40 - 44,15,17
"2290",1990,5,45 - 49,17,26
"2290",1990,5,50 - 54,25,34
"2290",1990,5,55 - 59,38,36
"2290",1990,5,60 - 64,40,68
"2290",1990,5,65 - 69,58,95
"2290",1990,5,70 - 74,87,115
"2290",1990,5,75 - 79,114,122
"2290",1990,5,80 - 84,141,135
"2290",1990,5,85 - 89,362,192
"2290",1990,5,90 - 94,0,0
"2290",1990,5,95+,0,0
"2290",1990,5,UNK,8,7
"2290",1990,6,Total,18,12
"2290",1990,6,0,0,0
"2290",1990,6,1,0,0
"2290",1990,6,2,0,0
"2290",1990,6,3,0,0
"2290",1990,6,4,0,0
"2290",1990,6,5 - 9,0,0
"2290",1990,6,10 - 14,0,0
"2290",1990,6,15 - 19,0,0
"2290",1990,6,20 - 24,0,0
"2290",1990,6,25 - 29,0,2
"2290",1990,6,30 - 34,1,0
"2290",1990,6,35 - 39,1,0
"2290",1990,6,40 - 44,0,0
"2290",1990,6,45 - 49,0,1
"2290",1990,6,50 - 54,0,0
"2290",1990,6,55 - 59,0,1
"2290",1990,6,60 - 64,0,0
"2290",1990,6,65 - 69,0,3
"2290",1990,6,70 - 74,0,0
"2290",1990,6,75 - 79,3,0
"2290",1990,6,80 - 84,2,4
"2290",1990,6,85 - 89,11,1
"2290",1990,6,90 - 94,0,0
"2290",1990,6,95+,0,0
"2290",1990,6,UNK,0,0
"2290",1990,7,Total,75,107
"2290",1990,7,0,14,14
"2290",1990,7,1,3,6
"2290",1990,7,2,3,2
"2290",1990,7,3,2,1
"2290",1990,7,4,1,2
"2290",1990,7,5 - 9,1,4
"2290",1990,7,10 - 14,1,4
"2290",1990,7,15 - 19,3,7
"2290",1990,7,20 - 24,3,3
"2290",1990,7,25 - 29,2,2
"2290",1990,7,30 - 34,1,3
"2290",1990,7,35 - 39,2,2
"2290",1990,7,40 - 44,1,4
"2290",1990,7,45 - 49,1,6
"2290",1990,7,50 - 54,1,3
"2290",1990,7,55 - 59,1,2
"2290",1990,7,60 - 64,6,4
"2290",1990,7,65 - 69,8,10
"2290",1990,7,70 - 74,2,7
"2290",1990,7,75 - 79,5,9
"2290",1990,7,80 - 84,8,3
"2290",1990,7,85 - 89,6,9
"2290",1990,7,90 - 94,0,0
"2290",1990,7,95+,0,0
"2290",1990,7,UNK,0,0
"2290",1990,8,Total,830,556
"2290",1990,8,0,17,21
"2290",1990,8,1,6,7
"2290",1990,8,2,3,2
"2290",1990,8,3,2,3
"2290",1990,8,4,0,0
"2290",1990,8,5 - 9,0,3
"2290",1990,8,10 - 14,1,0
"2290",1990,8,15 - 19,6,3
"2290",1990,8,20 - 24,2,1
"2290",1990,8,25 - 29,6,5
"2290",1990,8,30 - 34,4,8
"2290",1990,8,35 - 39,8,2
"2290",1990,8,40 - 44,5,6
"2290",1990,8,45 - 49,12,12
"2290",1990,8,50 - 54,27,16
"2290",1990,8,55 - 59,36,33
"2290",1990,8,60 - 64,87,41
"2290",1990,8,65 - 69,120,90
"2290",1990,8,70 - 74,135,85
"2290",1990,8,75 - 79,144,106
"2290",1990,8,80 - 84,100,55
"2290",1990,8,85 - 89,100,51
"2290",1990,8,90 - 94,0,0
"2290",1990,8,95+,0,0
"2290",1990,8,UNK,9,6
"2290",1990,9,Total,118,198
"2290",1990,9,0,2,4
"2290",1990,9,1,1,1
"2290",1990,9,2,0,0
"2290",1990,9,3,0,0
"2290",1990,9,4,1,1
"2290",1990,9,5 - 9,2,2
"2290",1990,9,10 - 14,1,1
"2290",1990,9,15 - 19,0,1
"2290",1990,9,20 - 24,2,1
"2290",1990,9,25 - 29,1,6
"2290",1990,9,30 - 34,2,4
"2290",1990,9,35 - 39,1,4
"2290",1990,9,40 - 44,4,8
"2290",1990,9,45 - 49,4,6
"2290",1990,9,50 - 54,7,14
"2290",1990,9,55 - 59,2,19
"2290",1990,9,60 - 64,7,23
"2290",1990,9,65 - 69,16,29
"2290",1990,9,70 - 74,14,17
"2290",1990,9,75 - 79,15,20
"2290",1990,9,80 - 84,15,20
"2290",1990,9,85 - 89,21,15
"2290",1990,9,90 - 94,0,0
"2290",1990,9,95+,0,0
"2290",1990,9,UNK,0,2
"2290",1990,10,Total,118,263
"2290",1990,10,0,1,5
"2290",1990,10,1,0,0
"2290",1990,10,2,0,0
"2290",1990,10,3,0,0
"2290",1990,10,4,0,1
"2290",1990,10,5 - 9,1,0
"2290",1990,10,10 - 14,0,1
"2290",1990,10,15 - 19,3,2
"2290",1990,10,20 - 24,8,1
"2290",1990,10,25 - 29,3,1
"2290",1990,10,30 - 34,6,7
"2290",1990,10,35 - 39,1,4
"2290",1990,10,40 - 44,3,2
"2290",1990,10,45 - 49,10,2
"2290",1990,10,50 - 54,6,3
"2290",1990,10,55 - 59,6,10
"2290",1990,10,60 - 64,5,16
"2290",1990,10,65 - 69,6,20
"2290",1990,10,70 - 74,8,34
"2290",1990,10,75 - 79,15,46
"2290",1990,10,80 - 84,9,47
"2290",1990,10,85 - 89,26,58
"2290",1990,10,90 - 94,0,0
"2290",1990,10,95+,0,0
"2290",1990,10,UNK,1,3
"2290",1990,11,Total,104,105
"2290",1990,11,0,89,98
"2290",1990,11,1,6,4
"2290",1990,11,2,1,1
"2290",1990,11,3,1,1
"2290",1990,11,4,0,1
"2290",1990,11,5 - 9,6,0
"2290",1990,11,10 - 14,1,0
"2290",1990,11,15 - 19,0,0
"2290",1990,11,20 - 24,0,0
"2290",1990,11,25 - 29,0,0
"2290",1990,11,30 - 34,0,0
"2290",1990,11,35 - 39,0,0
"2290",1990,11,40 - 44,0,0
"2290",1990,11,45 - 49,0,0
"2290",1990,11,50 - 54,0,0
"2290",1990,11,55 - 59,0,0
"2290",1990,11,60 - 64,0,0
"2290",1990,11,65 - 69,0,0
"2290",1990,11,70 - 74,0,0
"2290",1990,11,75 - 79,0,0
"2290",1990,11,80 - 84,0,0
"2290",1990,11,85 - 89,0,0
"2290",1990,11,90 - 94,0,0
"2290",1990,11,95+,0,0
"2290",1990,11,UNK,0,0
"2290",1990,12,Total,275,392
"2290",1990,12,0,13,17
"2290",1990,12,1,11,9
"2290",1990,12,2,3,4
"2290",1990,12,3,1,3
"2290",1990,12,4,0,2
"2290",1990,12,5 - 9,5,4
"2290",1990,12,10 - 14,6,7
"2290",1990,12,15 - 19,7,1
"2290",1990,12,20 - 24,2,2
"2290",1990,12,25 - 29,3,6
"2290",1990,12,30 - 34,4,8
"2290",1990,12,35 - 39,5,6
"2290",1990,12,40 - 44,8,5
"2290",1990,12,45 - 49,7,9
"2290",1990,12,50 - 54,5,8
"2290",1990,12,55 - 59,8,14
"2290",1990,12,60 - 64,10,23
"2290",1990,12,65 - 69,21,28
"2290",1990,12,70 - 74,16,46
"2290",1990,12,75 - 79,23,73
"2290",1990,12,80 - 84,36,40
"2290",1990,12,85 - 89,78,71
"2290",1990,12,90 - 94,0,0
"2290",1990,12,95+,0,0
"2290",1990,12,UNK,3,6
"2290",1990,13,Total,32,108
"2290",1990,13,0,1,4
"2290",1990,13,1,3,3
"2290",1990,13,2,1,3
"2290",1990,13,3,1,1
"2290",1990,13,4,0,1
"2290",1990,13,5 - 9,3,4
"2290",1990,13,10 - 14,3,1
"2290",1990,13,15 - 19,1,3
"2290",1990,13,20 - 24,0,13
"2290",1990,13,25 - 29,1,12
"2290",1990,13,30 - 34,1,9
"2290",1990,13,35 - 39,3,7
"2290",1990,13,40 - 44,0,6
"2290",1990,13,45 - 49,2,7
"2290",1990,13,50 - 54,1,3
"2290",1990,13,55 - 59,0,6
"2290",1990,13,60 - 64,2,5
"2290",1990,13,65 - 69,2,5
"2290",1990,13,70 - 74,0,3
"2290",1990,13,75 - 79,0,5
"2290",1990,13,80 - 84,2,4
"2290",1990,13,85 - 89,5,1
"2290",1990,13,90 - 94,0,0
"2290",1990,13,95+,0,0
"2290",1990,13,UNK,0,2
"2290",1990,14,Total,0,2
"2290",1990,14,0,0,0
"2290",1990,14,1,0,0
"2290",1990,14,2,0,0
"2290",1990,14,3,0,0
"2290",1990,14,4,0,0
"2290",1990,14,5 - 9,0,0
"2290",1990,14,10 - 14,0,0
"2290",1990,14,15 - 19,0,1
"2290",1990,14,20 - 24,0,0
"2290",1990,14,25 - 29,0,0
"2290",1990,14,30 - 34,0,0
"2290",1990,14,35 - 39,0,1
"2290",1990,14,40 - 44,0,0
"2290",1990,14,45 - 49,0,0
"2290",1990,14,50 - 54,0,0
"2290",1990,14,55 - 59,0,0
"2290",1990,14,60 - 64,0,0
"2290",1990,14,65 - 69,0,0
"2290",1990,14,70 - 74,0,0
"2290",1990,14,75 - 79,0,0
"2290",1990,14,80 - 84,0,0
"2290",1990,14,85 - 89,0,0
"2290",1990,14,90 - 94,0,0
"2290",1990,14,95+,0,0
"2290",1990,14,UNK,0,0
"2290",1990,15,Total,73,59
"2290",1990,15,0,1,0
"2290",1990,15,1,1,0
"2290",1990,15,2,1,2
"2290",1990,15,3,0,1
"2290",1990,15,4,0,0
"2290",1990,15,5 - 9,0,0
