"","Year","Cause","Age","Female","Male"
"2090",1990,1,Total,88005,103968
"2090",1990,1,0,1201,1565
"2090",1990,1,1,90,119
"2090",1990,1,2,64,86
"2090",1990,1,3,45,68
"2090",1990,1,4,40,47
"2090",1990,1,5 - 9,165,220
"2090",1990,1,10 - 14,166,263
"2090",1990,1,15 - 19,311,915
"2090",1990,1,20 - 24,383,1231
"2090",1990,1,25 - 29,514,1463
"2090",1990,1,30 - 34,744,1723
"2090",1990,1,35 - 39,924,1903
"2090",1990,1,40 - 44,1235,2233
"2090",1990,1,45 - 49,1608,2772
"2090",1990,1,50 - 54,2171,3768
"2090",1990,1,55 - 59,3293,5934
"2090",1990,1,60 - 64,5010,9240
"2090",1990,1,65 - 69,7609,12346
"2090",1990,1,70 - 74,9516,13966
"2090",1990,1,75 - 79,12602,15692
"2090",1990,1,80 - 84,14210,13694
"2090",1990,1,85 - 89,26095,14712
"2090",1990,1,90 - 94,0,0
"2090",1990,1,95+,0,0
"2090",1990,1,UNK,9,8
"2090",1990,2,Total,614,659
"2090",1990,2,0,7,14
"2090",1990,2,1,3,5
"2090",1990,2,2,2,2
"2090",1990,2,3,0,1
"2090",1990,2,4,2,2
"2090",1990,2,5 - 9,5,2
"2090",1990,2,10 - 14,8,1
"2090",1990,2,15 - 19,8,8
"2090",1990,2,20 - 24,5,13
"2090",1990,2,25 - 29,5,10
"2090",1990,2,30 - 34,10,22
"2090",1990,2,35 - 39,11,18
"2090",1990,2,40 - 44,12,17
"2090",1990,2,45 - 49,9,23
"2090",1990,2,50 - 54,21,21
"2090",1990,2,55 - 59,29,38
"2090",1990,2,60 - 64,37,49
"2090",1990,2,65 - 69,51,71
"2090",1990,2,70 - 74,66,84
"2090",1990,2,75 - 79,78,88
"2090",1990,2,80 - 84,82,78
"2090",1990,2,85 - 89,163,92
"2090",1990,2,90 - 94,0,0
"2090",1990,2,95+,0,0
"2090",1990,2,UNK,0,0
"2090",1990,3,Total,23924,29178
"2090",1990,3,0,8,5
"2090",1990,3,1,3,2
"2090",1990,3,2,8,11
"2090",1990,3,3,6,7
"2090",1990,3,4,11,10
"2090",1990,3,5 - 9,27,38
"2090",1990,3,10 - 14,33,34
"2090",1990,3,15 - 19,31,47
"2090",1990,3,20 - 24,35,81
"2090",1990,3,25 - 29,92,88
"2090",1990,3,30 - 34,209,157
"2090",1990,3,35 - 39,373,267
"2090",1990,3,40 - 44,617,451
"2090",1990,3,45 - 49,879,840
"2090",1990,3,50 - 54,1237,1350
"2090",1990,3,55 - 59,1844,2318
"2090",1990,3,60 - 64,2532,3711
"2090",1990,3,65 - 69,3362,4754
"2090",1990,3,70 - 74,3435,4785
"2090",1990,3,75 - 79,3405,4493
"2090",1990,3,80 - 84,2813,3313
"2090",1990,3,85 - 89,2964,2415
"2090",1990,3,90 - 94,0,0
"2090",1990,3,95+,0,0
"2090",1990,3,UNK,0,1
"2090",1990,4,Total,36266,38825
"2090",1990,4,0,17,8
"2090",1990,4,1,5,4
"2090",1990,4,2,1,1
"2090",1990,4,3,0,2
"2090",1990,4,4,1,0
"2090",1990,4,5 - 9,3,8
"2090",1990,4,10 - 14,7,4
"2090",1990,4,15 - 19,15,18
"2090",1990,4,20 - 24,17,35
"2090",1990,4,25 - 29,40,70
"2090",1990,4,30 - 34,66,126
"2090",1990,4,35 - 39,103,253
"2090",1990,4,40 - 44,150,508
"2090",1990,4,45 - 49,223,786
"2090",1990,4,50 - 54,395,1204
"2090",1990,4,55 - 59,690,2059
"2090",1990,4,60 - 64,1333,3371
"2090",1990,4,65 - 69,2430,4810
"2090",1990,4,70 - 74,3651,5764
"2090",1990,4,75 - 79,5743,6790
"2090",1990,4,80 - 84,7157,6095
"2090",1990,4,85 - 89,14219,6907
"2090",1990,4,90 - 94,0,0
"2090",1990,4,95+,0,0
"2090",1990,4,UNK,0,2
"2090",1990,5,Total,2176,2738
"2090",1990,5,0,184,252
"2090",1990,5,1,7,12
"2090",1990,5,2,5,4
"2090",1990,5,3,1,2
"2090",1990,5,4,1,2
"2090",1990,5,5 - 9,8,6
"2090",1990,5,10 - 14,5,10
"2090",1990,5,15 - 19,19,61
"2090",1990,5,20 - 24,20,87
"2090",1990,5,25 - 29,46,92
"2090",1990,5,30 - 34,51,126
"2090",1990,5,35 - 39,44,125
"2090",1990,5,40 - 44,41,122
"2090",1990,5,45 - 49,47,112
"2090",1990,5,50 - 54,52,135
"2090",1990,5,55 - 59,68,182
"2090",1990,5,60 - 64,89,203
"2090",1990,5,65 - 69,158,232
"2090",1990,5,70 - 74,173,228
"2090",1990,5,75 - 79,212,252
"2090",1990,5,80 - 84,262,199
"2090",1990,5,85 - 89,681,291
"2090",1990,5,90 - 94,0,0
"2090",1990,5,95+,0,0
"2090",1990,5,UNK,2,3
"2090",1990,6,Total,1600,1292
"2090",1990,6,0,1,0
"2090",1990,6,1,0,0
"2090",1990,6,2,0,1
"2090",1990,6,3,0,0
"2090",1990,6,4,0,0
"2090",1990,6,5 - 9,1,0
"2090",1990,6,10 - 14,1,3
"2090",1990,6,15 - 19,1,2
"2090",1990,6,20 - 24,2,7
"2090",1990,6,25 - 29,5,12
"2090",1990,6,30 - 34,7,23
"2090",1990,6,35 - 39,7,29
"2090",1990,6,40 - 44,12,33
"2090",1990,6,45 - 49,20,40
"2090",1990,6,50 - 54,12,55
"2090",1990,6,55 - 59,23,67
"2090",1990,6,60 - 64,21,88
"2090",1990,6,65 - 69,37,107
"2090",1990,6,70 - 74,72,107
"2090",1990,6,75 - 79,168,160
"2090",1990,6,80 - 84,291,209
"2090",1990,6,85 - 89,919,349
"2090",1990,6,90 - 94,0,0
"2090",1990,6,95+,0,0
"2090",1990,6,UNK,0,0
"2090",1990,7,Total,2580,2275
