"","Year","Cause","Age","Female","Male"
"2140",1990,1,Total,4836,6530
"2140",1990,1,0,546,704
"2140",1990,1,1,47,54
"2140",1990,1,2,17,21
"2140",1990,1,3,8,22
"2140",1990,1,4,13,20
"2140",1990,1,5 - 9,45,54
"2140",1990,1,10 - 14,46,63
"2140",1990,1,15 - 19,49,119
"2140",1990,1,20 - 24,50,178
"2140",1990,1,25 - 29,64,190
"2140",1990,1,30 - 34,93,187
"2140",1990,1,35 - 39,117,200
"2140",1990,1,40 - 44,108,177
"2140",1990,1,45 - 49,129,214
"2140",1990,1,50 - 54,183,258
"2140",1990,1,55 - 59,219,331
"2140",1990,1,60 - 64,307,418
"2140",1990,1,65 - 69,336,537
"2140",1990,1,70 - 74,426,578
"2140",1990,1,75 - 79,601,685
"2140",1990,1,80 - 84,575,652
"2140",1990,1,85 - 89,824,800
"2140",1990,1,90 - 94,0,0
"2140",1990,1,95+,0,0
"2140",1990,1,UNK,33,68
"2140",1990,2,Total,156,236
"2140",1990,2,0,45,62
"2140",1990,2,1,6,9
"2140",1990,2,2,0,2
"2140",1990,2,3,1,3
"2140",1990,2,4,1,1
"2140",1990,2,5 - 9,2,1
"2140",1990,2,10 - 14,2,3
"2140",1990,2,15 - 19,1,1
"2140",1990,2,20 - 24,3,1
"2140",1990,2,25 - 29,2,6
"2140",1990,2,30 - 34,1,2
"2140",1990,2,35 - 39,5,5
"2140",1990,2,40 - 44,2,4
"2140",1990,2,45 - 49,3,5
"2140",1990,2,50 - 54,3,7
"2140",1990,2,55 - 59,4,11
"2140",1990,2,60 - 64,4,5
"2140",1990,2,65 - 69,10,21
"2140",1990,2,70 - 74,7,13
"2140",1990,2,75 - 79,11,23
"2140",1990,2,80 - 84,21,20
"2140",1990,2,85 - 89,20,24
"2140",1990,2,90 - 94,0,0
"2140",1990,2,95+,0,0
"2140",1990,2,UNK,2,7
"2140",1990,3,Total,978,1277
"2140",1990,3,0,1,6
"2140",1990,3,1,4,2
"2140",1990,3,2,3,2
"2140",1990,3,3,1,0
"2140",1990,3,4,3,6
"2140",1990,3,5 - 9,11,7
