"","Year","Cause","Age","Female","Male"
"4300",1995,1,Total,31767,31622
"4300",1995,1,0,177,237
"4300",1995,1,1,16,29
"4300",1995,1,2,7,12
"4300",1995,1,3,3,13
"4300",1995,1,4,5,10
"4300",1995,1,5 - 9,27,36
"4300",1995,1,10 - 14,22,46
"4300",1995,1,15 - 19,65,166
"4300",1995,1,20 - 24,105,293
"4300",1995,1,25 - 29,137,351
"4300",1995,1,30 - 34,234,462
"4300",1995,1,35 - 39,218,485
"4300",1995,1,40 - 44,307,560
"4300",1995,1,45 - 49,440,829
"4300",1995,1,50 - 54,635,1128
"4300",1995,1,55 - 59,765,1475
"4300",1995,1,60 - 64,1088,2113
"4300",1995,1,65 - 69,1646,2931
"4300",1995,1,70 - 74,2626,4027
"4300",1995,1,75 - 79,3511,4459
"4300",1995,1,80 - 84,6018,5236
"4300",1995,1,85 - 89,7175,4173
"4300",1995,1,90 - 94,4813,2070
"4300",1995,1,95+,1727,481
"4300",1995,1,UNK,0,0
"4300",1995,2,Total,394,717
"4300",1995,2,0,4,5
"4300",1995,2,1,3,3
"4300",1995,2,2,1,1
"4300",1995,2,3,0,0
"4300",1995,2,4,1,0
"4300",1995,2,5 - 9,4,4
"4300",1995,2,10 - 14,0,1
"4300",1995,2,15 - 19,1,2
"4300",1995,2,20 - 24,2,5
"4300",1995,2,25 - 29,23,44
"4300",1995,2,30 - 34,83,122
"4300",1995,2,35 - 39,35,120
"4300",1995,2,40 - 44,14,66
"4300",1995,2,45 - 49,7,57
"4300",1995,2,50 - 54,6,29
"4300",1995,2,55 - 59,3,22
"4300",1995,2,60 - 64,9,25
"4300",1995,2,65 - 69,15,32
"4300",1995,2,70 - 74,24,39
"4300",1995,2,75 - 79,30,50
"4300",1995,2,80 - 84,42,43
"4300",1995,2,85 - 89,51,29
"4300",1995,2,90 - 94,28,14
"4300",1995,2,95+,8,4
"4300",1995,2,UNK,0,0
"4300",1995,3,Total,7202,8614
"4300",1995,3,0,3,1
"4300",1995,3,1,1,1
"4300",1995,3,2,1,0
"4300",1995,3,3,2,2
"4300",1995,3,4,1,1
"4300",1995,3,5 - 9,2,8
"4300",1995,3,10 - 14,8,10
"4300",1995,3,15 - 19,5,14
"4300",1995,3,20 - 24,6,14
"4300",1995,3,25 - 29,20,22
"4300",1995,3,30 - 34,31,32
"4300",1995,3,35 - 39,69,53
"4300",1995,3,40 - 44,139,125
"4300",1995,3,45 - 49,237,240
"4300",1995,3,50 - 54,359,396
"4300",1995,3,55 - 59,432,612
"4300",1995,3,60 - 64,566,834
"4300",1995,3,65 - 69,740,1131
"4300",1995,3,70 - 74,982,1435
"4300",1995,3,75 - 79,945,1299
"4300",1995,3,80 - 84,1173,1289
"4300",1995,3,85 - 89,964,770
"4300",1995,3,90 - 94,423,285
"4300",1995,3,95+,93,40
"4300",1995,3,UNK,0,0
"4300",1995,4,Total,14127,12056
"4300",1995,4,0,3,3
"4300",1995,4,1,0,1
"4300",1995,4,2,2,0
"4300",1995,4,3,0,0
"4300",1995,4,4,0,0
"4300",1995,4,5 - 9,1,1
"4300",1995,4,10 - 14,2,1
"4300",1995,4,15 - 19,3,6
"4300",1995,4,20 - 24,7,5
