"","Year","Cause","Age","Female","Male"
"4240",2002,1,Total,51003,55687
"4240",2002,1,0,259,321
"4240",2002,1,1,23,38
"4240",2002,1,2,20,27
"4240",2002,1,3,15,19
"4240",2002,1,4,13,16
"4240",2002,1,5 - 9,49,61
"4240",2002,1,10 - 14,57,87
"4240",2002,1,15 - 19,87,253
"4240",2002,1,20 - 24,143,455
"4240",2002,1,25 - 29,196,636
"4240",2002,1,30 - 34,254,752
"4240",2002,1,35 - 39,352,1014
"4240",2002,1,40 - 44,539,1372
"4240",2002,1,45 - 49,740,1677
"4240",2002,1,50 - 54,972,2075
"4240",2002,1,55 - 59,1277,2558
"4240",2002,1,60 - 64,1851,3506
"4240",2002,1,65 - 69,2971,5555
"4240",2002,1,70 - 74,4996,7450
"4240",2002,1,75 - 79,7981,9308
"4240",2002,1,80 - 84,9649,8453
"4240",2002,1,85 - 89,10051,6441
"4240",2002,1,90 - 94,6405,2987
"4240",2002,1,95+,2103,626
"4240",2002,1,UNK,0,0
"4240",2002,2,Total,578,1463
"4240",2002,2,0,6,8
"4240",2002,2,1,4,2
"4240",2002,2,2,1,5
"4240",2002,2,3,0,1
"4240",2002,2,4,0,1
"4240",2002,2,5 - 9,1,4
"4240",2002,2,10 - 14,4,3
"4240",2002,2,15 - 19,6,5
"4240",2002,2,20 - 24,9,23
"4240",2002,2,25 - 29,33,107
"4240",2002,2,30 - 34,42,175
"4240",2002,2,35 - 39,35,200
"4240",2002,2,40 - 44,27,155
"4240",2002,2,45 - 49,22,128
"4240",2002,2,50 - 54,26,91
"4240",2002,2,55 - 59,33,67
"4240",2002,2,60 - 64,32,68
"4240",2002,2,65 - 69,32,91
"4240",2002,2,70 - 74,54,82
"4240",2002,2,75 - 79,75,105
"4240",2002,2,80 - 84,61,81
"4240",2002,2,85 - 89,58,44
"4240",2002,2,90 - 94,14,14
"4240",2002,2,95+,3,3
"4240",2002,2,UNK,0,0
"4240",2002,3,Total,9321,13467
"4240",2002,3,0,2,5
"4240",2002,3,1,1,4
"4240",2002,3,2,5,3
"4240",2002,3,3,1,0
"4240",2002,3,4,3,4
"4240",2002,3,5 - 9,7,16
"4240",2002,3,10 - 14,14,15
"4240",2002,3,15 - 19,16,20
"4240",2002,3,20 - 24,36,31
"4240",2002,3,25 - 29,31,40
"4240",2002,3,30 - 34,64,52
"4240",2002,3,35 - 39,128,121
"4240",2002,3,40 - 44,229,315
"4240",2002,3,45 - 49,342,466
"4240",2002,3,50 - 54,468,743
"4240",2002,3,55 - 59,590,946
"4240",2002,3,60 - 64,781,1278
"4240",2002,3,65 - 69,1038,1860
"4240",2002,3,70 - 74,1314,2250
"4240",2002,3,75 - 79,1557,2330
"4240",2002,3,80 - 84,1238,1637
"4240",2002,3,85 - 89,945,981
"4240",2002,3,90 - 94,418,298
"4240",2002,3,95+,93,52
"4240",2002,3,UNK,0,0
"4240",2002,4,Total,22303,18698
"4240",2002,4,0,10,5
"4240",2002,4,1,0,0
"4240",2002,4,2,0,1
"4240",2002,4,3,0,0
"4240",2002,4,4,1,0
"4240",2002,4,5 - 9,3,2
"4240",2002,4,10 - 14,5,7
"4240",2002,4,15 - 19,5,10
"4240",2002,4,20 - 24,16,32
"4240",2002,4,25 - 29,20,30
"4240",2002,4,30 - 34,26,64
"4240",2002,4,35 - 39,45,114
"4240",2002,4,40 - 44,75,229
"4240",2002,4,45 - 49,125,333
"4240",2002,4,50 - 54,184,480
"4240",2002,4,55 - 59,275,660
"4240",2002,4,60 - 64,493,953
"4240",2002,4,65 - 69,940,1693
"4240",2002,4,70 - 74,1966,2580
"4240",2002,4,75 - 79,3574,3517
"4240",2002,4,80 - 84,4911,3610
"4240",2002,4,85 - 89,5248,2833
"4240",2002,4,90 - 94,3328,1272
"4240",2002,4,95+,1053,273
"4240",2002,4,UNK,0,0
"4240",2002,5,Total,5441,4605
"4240",2002,5,0,8,16
"4240",2002,5,1,2,5
"4240",2002,5,2,0,1
"4240",2002,5,3,1,1
"4240",2002,5,4,0,1
"4240",2002,5,5 - 9,6,3
"4240",2002,5,10 - 14,2,1
"4240",2002,5,15 - 19,2,10
"4240",2002,5,20 - 24,7,24
"4240",2002,5,25 - 29,11,31
"4240",2002,5,30 - 34,9,50
"4240",2002,5,35 - 39,16,62
"4240",2002,5,40 - 44,27,90
"4240",2002,5,45 - 49,32,93
"4240",2002,5,50 - 54,43,105
"4240",2002,5,55 - 59,55,142
"4240",2002,5,60 - 64,86,211
"4240",2002,5,65 - 69,152,337
"4240",2002,5,70 - 74,332,543
"4240",2002,5,75 - 79,701,728
"4240",2002,5,80 - 84,987,801
"4240",2002,5,85 - 89,1312,729
"4240",2002,5,90 - 94,1159,496
"4240",2002,5,95+,491,125
"4240",2002,5,UNK,0,0
"4240",2002,6,Total,341,341
"4240",2002,6,0,0,0
"4240",2002,6,1,0,0
"4240",2002,6,2,0,0
"4240",2002,6,3,0,0
"4240",2002,6,4,0,0
"4240",2002,6,5 - 9,0,0
"4240",2002,6,10 - 14,0,0
"4240",2002,6,15 - 19,1,0
"4240",2002,6,20 - 24,0,0
"4240",2002,6,25 - 29,3,6
"4240",2002,6,30 - 34,0,14
"4240",2002,6,35 - 39,5,15
"4240",2002,6,40 - 44,4,23
"4240",2002,6,45 - 49,7,25
"4240",2002,6,50 - 54,6,14
"4240",2002,6,55 - 59,4,18
"4240",2002,6,60 - 64,3,19
"4240",2002,6,65 - 69,14,24
"4240",2002,6,70 - 74,14,30
"4240",2002,6,75 - 79,43,42
"4240",2002,6,80 - 84,80,45
"4240",2002,6,85 - 89,84,34
"4240",2002,6,90 - 94,59,24
"4240",2002,6,95+,14,8
"4240",2002,6,UNK,0,0
"4240",2002,7,Total,1045,962
"4240",2002,7,0,6,5
"4240",2002,7,1,0,6
"4240",2002,7,2,1,2
"4240",2002,7,3,0,0
"4240",2002,7,4,2,2
"4240",2002,7,5 - 9,7,2
"4240",2002,7,10 - 14,10,8
"4240",2002,7,15 - 19,5,15
"4240",2002,7,20 - 24,8,5
"4240",2002,7,25 - 29,5,11
"4240",2002,7,30 - 34,8,13
"4240",2002,7,35 - 39,7,18
"4240",2002,7,40 - 44,11,18
"4240",2002,7,45 - 49,14,34
"4240",2002,7,50 - 54,21,22
"4240",2002,7,55 - 59,32,39
"4240",2002,7,60 - 64,48,39
"4240",2002,7,65 - 69,74,99
"4240",2002,7,70 - 74,132,133
"4240",2002,7,75 - 79,228,197
"4240",2002,7,80 - 84,193,173
"4240",2002,7,85 - 89,169,95
"4240",2002,7,90 - 94,55,21
"4240",2002,7,95+,9,5
"4240",2002,7,UNK,0,0
"4240",2002,8,Total,2896,2088
"4240",2002,8,0,0,5
"4240",2002,8,1,2,2
"4240",2002,8,2,2,1
"4240",2002,8,3,0,1
"4240",2002,8,4,1,0
"4240",2002,8,5 - 9,2,0
"4240",2002,8,10 - 14,2,0
"4240",2002,8,15 - 19,3,5
"4240",2002,8,20 - 24,5,4
"4240",2002,8,25 - 29,4,5
"4240",2002,8,30 - 34,2,3
"4240",2002,8,35 - 39,8,15
"4240",2002,8,40 - 44,19,26
"4240",2002,8,45 - 49,21,33
"4240",2002,8,50 - 54,21,38
"4240",2002,8,55 - 59,54,65
"4240",2002,8,60 - 64,97,134
"4240",2002,8,65 - 69,219,266
"4240",2002,8,70 - 74,405,369
"4240",2002,8,75 - 79,598,459
"4240",2002,8,80 - 84,628,346
"4240",2002,8,85 - 89,500,207
"4240",2002,8,90 - 94,256,92
"4240",2002,8,95+,47,12
"4240",2002,8,UNK,0,0
"4240",2002,9,Total,1788,2791
"4240",2002,9,0,0,2
"4240",2002,9,1,0,0
"4240",2002,9,2,0,0
"4240",2002,9,3,0,0
"4240",2002,9,4,0,0
"4240",2002,9,5 - 9,1,2
"4240",2002,9,10 - 14,1,0
"4240",2002,9,15 - 19,0,0
"4240",2002,9,20 - 24,4,2
"4240",2002,9,25 - 29,1,16
"4240",2002,9,30 - 34,20,28
"4240",2002,9,35 - 39,34,73
"4240",2002,9,40 - 44,43,122
"4240",2002,9,45 - 49,61,201
"4240",2002,9,50 - 54,73,198
"4240",2002,9,55 - 59,81,238
"4240",2002,9,60 - 64,102,286
"4240",2002,9,65 - 69,130,357
"4240",2002,9,70 - 74,189,337
"4240",2002,9,75 - 79,257,336
"4240",2002,9,80 - 84,290,296
"4240",2002,9,85 - 89,293,195
"4240",2002,9,90 - 94,169,89
"4240",2002,9,95+,39,13
"4240",2002,9,UNK,0,0
"4240",2002,10,Total,978,1112
"4240",2002,10,0,1,1
"4240",2002,10,1,0,1
"4240",2002,10,2,1,0
"4240",2002,10,3,0,0
"4240",2002,10,4,0,0
"4240",2002,10,5 - 9,0,0
"4240",2002,10,10 - 14,0,0
"4240",2002,10,15 - 19,1,1
"4240",2002,10,20 - 24,2,1
"4240",2002,10,25 - 29,2,2
"4240",2002,10,30 - 34,5,3
"4240",2002,10,35 - 39,1,11
"4240",2002,10,40 - 44,6,10
"4240",2002,10,45 - 49,7,11
"4240",2002,10,50 - 54,7,28
"4240",2002,10,55 - 59,16,24
"4240",2002,10,60 - 64,30,43
"4240",2002,10,65 - 69,60,81
"4240",2002,10,70 - 74,103,147
"4240",2002,10,75 - 79,167,219
"4240",2002,10,80 - 84,201,222
"4240",2002,10,85 - 89,201,194
"4240",2002,10,90 - 94,126,95
"4240",2002,10,95+,41,18
"4240",2002,10,UNK,0,0
"4240",2002,11,Total,271,319
"4240",2002,11,0,207,244
"4240",2002,11,1,7,7
"4240",2002,11,2,6,2
"4240",2002,11,3,3,2
"4240",2002,11,4,1,2
"4240",2002,11,5 - 9,2,3
"4240",2002,11,10 - 14,3,7
"4240",2002,11,15 - 19,2,8
"4240",2002,11,20 - 24,2,5
"4240",2002,11,25 - 29,4,5
"4240",2002,11,30 - 34,5,3
"4240",2002,11,35 - 39,2,4
"4240",2002,11,40 - 44,4,4
"4240",2002,11,45 - 49,2,1
"4240",2002,11,50 - 54,3,2
"4240",2002,11,55 - 59,1,7
"4240",2002,11,60 - 64,2,2
"4240",2002,11,65 - 69,3,3
"4240",2002,11,70 - 74,6,3
"4240",2002,11,75 - 79,4,2
"4240",2002,11,80 - 84,2,1
"4240",2002,11,85 - 89,0,1
"4240",2002,11,90 - 94,0,1
"4240",2002,11,95+,0,0
"4240",2002,11,UNK,0,0
"4240",2002,12,Total,4001,5249
"4240",2002,12,0,9,9
"4240",2002,12,1,1,6
"4240",2002,12,2,2,0
"4240",2002,12,3,1,3
"4240",2002,12,4,0,0
"4240",2002,12,5 - 9,3,1
"4240",2002,12,10 - 14,2,2
"4240",2002,12,15 - 19,2,3
"4240",2002,12,20 - 24,6,13
"4240",2002,12,25 - 29,10,16
