"","Year","Cause","Age","Female","Male"
"4280",1990,1,Total,156363,176779
"4280",1990,1,0,1334,1716
"4280",1990,1,1,123,175
"4280",1990,1,2,86,93
"4280",1990,1,3,58,84
"4280",1990,1,4,59,74
"4280",1990,1,5 - 9,232,357
"4280",1990,1,10 - 14,308,475
"4280",1990,1,15 - 19,574,1598
"4280",1990,1,20 - 24,708,2639
"4280",1990,1,25 - 29,844,2910
"4280",1990,1,30 - 34,884,2704
"4280",1990,1,35 - 39,1015,2496
"4280",1990,1,40 - 44,1365,3338
"4280",1990,1,45 - 49,1816,4345
"4280",1990,1,50 - 54,2792,6413
"4280",1990,1,55 - 59,4702,10876
"4280",1990,1,60 - 64,6985,15165
"4280",1990,1,65 - 69,10433,20298
"4280",1990,1,70 - 74,14925,21710
"4280",1990,1,75 - 79,24048,26197
"4280",1990,1,80 - 84,32487,26208
"4280",1990,1,85 - 89,50585,26908
"4280",1990,1,90 - 94,0,0
"4280",1990,1,95+,0,0
"4280",1990,1,UNK,0,0
"4280",1990,2,Total,1687,2203
"4280",1990,2,0,35,34
"4280",1990,2,1,12,16
"4280",1990,2,2,5,3
"4280",1990,2,3,4,3
"4280",1990,2,4,1,3
"4280",1990,2,5 - 9,7,10
"4280",1990,2,10 - 14,9,11
"4280",1990,2,15 - 19,12,19
"4280",1990,2,20 - 24,17,45
"4280",1990,2,25 - 29,25,53
"4280",1990,2,30 - 34,30,73
"4280",1990,2,35 - 39,20,51
"4280",1990,2,40 - 44,22,77
"4280",1990,2,45 - 49,22,69
"4280",1990,2,50 - 54,40,94
"4280",1990,2,55 - 59,67,123
"4280",1990,2,60 - 64,85,198
"4280",1990,2,65 - 69,150,215
"4280",1990,2,70 - 74,165,284
"4280",1990,2,75 - 79,260,316
"4280",1990,2,80 - 84,308,267
"4280",1990,2,85 - 89,391,239
"4280",1990,2,90 - 94,0,0
"4280",1990,2,95+,0,0
"4280",1990,2,UNK,0,0
"4280",1990,3,Total,30876,48733
"4280",1990,3,0,9,9
"4280",1990,3,1,6,12
"4280",1990,3,2,12,12
"4280",1990,3,3,9,19
"4280",1990,3,4,16,14
"4280",1990,3,5 - 9,51,85
"4280",1990,3,10 - 14,63,94
"4280",1990,3,15 - 19,90,121
"4280",1990,3,20 - 24,100,126
"4280",1990,3,25 - 29,138,193
"4280",1990,3,30 - 34,243,258
"4280",1990,3,35 - 39,468,481
"4280",1990,3,40 - 44,692,993
"4280",1990,3,45 - 49,990,1498
"4280",1990,3,50 - 54,1459,2578
"4280",1990,3,55 - 59,2295,4428
"4280",1990,3,60 - 64,3107,6180
"4280",1990,3,65 - 69,3786,7876
"4280",1990,3,70 - 74,4034,7417
"4280",1990,3,75 - 79,4775,7311
"4280",1990,3,80 - 84,4492,5512
"4280",1990,3,85 - 89,4041,3516
"4280",1990,3,90 - 94,0,0
"4280",1990,3,95+,0,0
"4280",1990,3,UNK,0,0
"4280",1990,4,Total,74413,61174
"4280",1990,4,0,48,61
"4280",1990,4,1,13,14
"4280",1990,4,2,9,9
"4280",1990,4,3,2,6
"4280",1990,4,4,3,9
"4280",1990,4,5 - 9,18,24
"4280",1990,4,10 - 14,37,36
"4280",1990,4,15 - 19,45,78
"4280",1990,4,20 - 24,71,198
"4280",1990,4,25 - 29,92,260
"4280",1990,4,30 - 34,112,329
"4280",1990,4,35 - 39,153,413
"4280",1990,4,40 - 44,216,718
"4280",1990,4,45 - 49,318,1025
"4280",1990,4,50 - 54,524,1614
"4280",1990,4,55 - 59,1063,2913
"4280",1990,4,60 - 64,1906,4434
"4280",1990,4,65 - 69,3462,6400
"4280",1990,4,70 - 74,6323,7531
"4280",1990,4,75 - 79,11809,10219
"4280",1990,4,80 - 84,17754,11407
"4280",1990,4,85 - 89,30435,13476
"4280",1990,4,90 - 94,0,0
"4280",1990,4,95+,0,0
"4280",1990,4,UNK,0,0
"4280",1990,5,Total,3838,3142
"4280",1990,5,0,69,110
"4280",1990,5,1,6,3
"4280",1990,5,2,2,5
"4280",1990,5,3,2,0
"4280",1990,5,4,2,0
"4280",1990,5,5 - 9,2,10
"4280",1990,5,10 - 14,5,10
"4280",1990,5,15 - 19,5,24
"4280",1990,5,20 - 24,11,48
"4280",1990,5,25 - 29,11,51
"4280",1990,5,30 - 34,15,45
"4280",1990,5,35 - 39,16,29
"4280",1990,5,40 - 44,12,36
"4280",1990,5,45 - 49,13,47
"4280",1990,5,50 - 54,24,62
"4280",1990,5,55 - 59,25,101
"4280",1990,5,60 - 64,65,152
"4280",1990,5,65 - 69,100,233
"4280",1990,5,70 - 74,153,266
"4280",1990,5,75 - 79,357,413
"4280",1990,5,80 - 84,672,502
"4280",1990,5,85 - 89,2271,995
"4280",1990,5,90 - 94,0,0
"4280",1990,5,95+,0,0
"4280",1990,5,UNK,0,0
"4280",1990,6,Total,3327,2116
"4280",1990,6,0,0,0
"4280",1990,6,1,0,0
"4280",1990,6,2,0,0
"4280",1990,6,3,0,0
"4280",1990,6,4,0,1
"4280",1990,6,5 - 9,1,2
"4280",1990,6,10 - 14,4,1
"4280",1990,6,15 - 19,1,3
"4280",1990,6,20 - 24,8,15
"4280",1990,6,25 - 29,6,26
"4280",1990,6,30 - 34,9,23
"4280",1990,6,35 - 39,2,25
"4280",1990,6,40 - 44,4,34
"4280",1990,6,45 - 49,7,37
"4280",1990,6,50 - 54,11,39
"4280",1990,6,55 - 59,17,73
"4280",1990,6,60 - 64,32,71
"4280",1990,6,65 - 69,99,118
"4280",1990,6,70 - 74,220,184
"4280",1990,6,75 - 79,522,338
"4280",1990,6,80 - 84,887,505
"4280",1990,6,85 - 89,1497,621
"4280",1990,6,90 - 94,0,0
"4280",1990,6,95+,0,0
"4280",1990,6,UNK,0,0
"4280",1990,7,Total,2243,2381
"4280",1990,7,0,33,28
"4280",1990,7,1,9,15
"4280",1990,7,2,7,8
"4280",1990,7,3,6,7
"4280",1990,7,4,8,3
"4280",1990,7,5 - 9,23,17
"4280",1990,7,10 - 14,25,49
"4280",1990,7,15 - 19,21,63
"4280",1990,7,20 - 24,21,43
"4280",1990,7,25 - 29,19,50
"4280",1990,7,30 - 34,28,45
"4280",1990,7,35 - 39,24,49
"4280",1990,7,40 - 44,35,39
"4280",1990,7,45 - 49,43,61
"4280",1990,7,50 - 54,52,68
"4280",1990,7,55 - 59,99,154
"4280",1990,7,60 - 64,128,178
"4280",1990,7,65 - 69,224,261
"4280",1990,7,70 - 74,280,310
"4280",1990,7,75 - 79,374,391
"4280",1990,7,80 - 84,411,316
"4280",1990,7,85 - 89,373,226
"4280",1990,7,90 - 94,0,0
"4280",1990,7,95+,0,0
"4280",1990,7,UNK,0,0
"4280",1990,8,Total,6987,5448
