"","Year","Cause","Age","Female","Male"
"4020",1998,1,Total,52484,51925
"4020",1998,1,0,263,327
"4020",1998,1,1,21,31
"4020",1998,1,2,19,12
"4020",1998,1,3,7,22
"4020",1998,1,4,12,15
"4020",1998,1,5 - 9,55,47
"4020",1998,1,10 - 14,47,54
"4020",1998,1,15 - 19,79,233
"4020",1998,1,20 - 24,104,378
"4020",1998,1,25 - 29,133,402
"4020",1998,1,30 - 34,217,465
"4020",1998,1,35 - 39,352,603
"4020",1998,1,40 - 44,572,916
"4020",1998,1,45 - 49,818,1387
"4020",1998,1,50 - 54,1133,1945
"4020",1998,1,55 - 59,1258,2368
"4020",1998,1,60 - 64,1895,3625
"4020",1998,1,65 - 69,3216,5958
"4020",1998,1,70 - 74,5085,8156
"4020",1998,1,75 - 79,7439,8839
"4020",1998,1,80 - 84,8443,6843
"4020",1998,1,85 - 89,11322,6038
"4020",1998,1,90 - 94,7336,2584
"4020",1998,1,95+,2639,657
"4020",1998,1,UNK,19,20
"4020",1998,2,Total,759,629
"4020",1998,2,0,10,5
"4020",1998,2,1,3,2
"4020",1998,2,2,2,3
"4020",1998,2,3,0,1
"4020",1998,2,4,0,2
"4020",1998,2,5 - 9,2,3
"4020",1998,2,10 - 14,1,0
"4020",1998,2,15 - 19,4,2
"4020",1998,2,20 - 24,4,0
"4020",1998,2,25 - 29,4,7
"4020",1998,2,30 - 34,7,16
"4020",1998,2,35 - 39,7,12
"4020",1998,2,40 - 44,7,7
"4020",1998,2,45 - 49,13,20
"4020",1998,2,50 - 54,11,24
"4020",1998,2,55 - 59,12,27
"4020",1998,2,60 - 64,25,49
"4020",1998,2,65 - 69,49,76
"4020",1998,2,70 - 74,91,109
"4020",1998,2,75 - 79,117,102
"4020",1998,2,80 - 84,120,68
"4020",1998,2,85 - 89,146,70
"4020",1998,2,90 - 94,88,22
"4020",1998,2,95+,36,2
"4020",1998,2,UNK,0,0
"4020",1998,3,Total,12104,15826
"4020",1998,3,0,4,1
"4020",1998,3,1,3,1
"4020",1998,3,2,2,1
"4020",1998,3,3,1,1
"4020",1998,3,4,2,4
"4020",1998,3,5 - 9,10,10
"4020",1998,3,10 - 14,12,9
"4020",1998,3,15 - 19,10,12
"4020",1998,3,20 - 24,10,16
"4020",1998,3,25 - 29,21,18
"4020",1998,3,30 - 34,51,36
"4020",1998,3,35 - 39,115,80
"4020",1998,3,40 - 44,225,211
"4020",1998,3,45 - 49,386,417
"4020",1998,3,50 - 54,580,733
"4020",1998,3,55 - 59,659,1043
"4020",1998,3,60 - 64,940,1591
"4020",1998,3,65 - 69,1354,2435
"4020",1998,3,70 - 74,1776,2995
"4020",1998,3,75 - 79,1950,2802
"4020",1998,3,80 - 84,1548,1689
"4020",1998,3,85 - 89,1489,1228
"4020",1998,3,90 - 94,749,419
"4020",1998,3,95+,205,70
"4020",1998,3,UNK,2,4
"4020",1998,4,Total,20752,16825
"4020",1998,4,0,4,1
"4020",1998,4,1,1,0
"4020",1998,4,2,1,0
"4020",1998,4,3,0,0
"4020",1998,4,4,1,0
"4020",1998,4,5 - 9,4,0
"4020",1998,4,10 - 14,1,1
"4020",1998,4,15 - 19,5,8
"4020",1998,4,20 - 24,5,8
"4020",1998,4,25 - 29,10,12
