"","Year","Cause","Age","Female","Male"
"4170",2007,1,Total,13726,14391
"4170",2007,1,0,105,125
"4170",2007,1,1,15,9
"4170",2007,1,2,2,10
"4170",2007,1,3,1,6
"4170",2007,1,4,5,6
"4170",2007,1,5 - 9,9,8
"4170",2007,1,10 - 14,18,32
"4170",2007,1,15 - 19,40,109
"4170",2007,1,20 - 24,39,163
"4170",2007,1,25 - 29,64,184
"4170",2007,1,30 - 34,80,168
"4170",2007,1,35 - 39,104,191
"4170",2007,1,40 - 44,144,258
"4170",2007,1,45 - 49,227,379
"4170",2007,1,50 - 54,316,492
"4170",2007,1,55 - 59,459,802
"4170",2007,1,60 - 64,639,1044
"4170",2007,1,65 - 69,741,1292
"4170",2007,1,70 - 74,1232,1709
"4170",2007,1,75 - 79,1821,2196
"4170",2007,1,80 - 84,2587,2387
"4170",2007,1,85 - 89,2633,1824
"4170",2007,1,90 - 94,1735,783
"4170",2007,1,95+,710,214
"4170",2007,1,UNK,0,0
"4170",2007,2,Total,125,127
"4170",2007,2,0,0,1
"4170",2007,2,1,2,0
"4170",2007,2,2,0,1
"4170",2007,2,3,0,0
"4170",2007,2,4,0,0
"4170",2007,2,5 - 9,0,0
"4170",2007,2,10 - 14,0,0
"4170",2007,2,15 - 19,0,2
"4170",2007,2,20 - 24,0,0
"4170",2007,2,25 - 29,3,1
"4170",2007,2,30 - 34,1,2
"4170",2007,2,35 - 39,2,4
"4170",2007,2,40 - 44,2,6
"4170",2007,2,45 - 49,1,5
"4170",2007,2,50 - 54,2,4
"4170",2007,2,55 - 59,6,7
"4170",2007,2,60 - 64,2,5
"4170",2007,2,65 - 69,5,5
"4170",2007,2,70 - 74,10,11
"4170",2007,2,75 - 79,19,26
"4170",2007,2,80 - 84,34,19
"4170",2007,2,85 - 89,20,21
"4170",2007,2,90 - 94,11,4
"4170",2007,2,95+,5,3
"4170",2007,2,UNK,0,0
"4170",2007,3,Total,3823,4298
"4170",2007,3,0,0,1
"4170",2007,3,1,2,0
"4170",2007,3,2,1,0
"4170",2007,3,3,1,1
"4170",2007,3,4,1,1
"4170",2007,3,5 - 9,2,1
"4170",2007,3,10 - 14,9,4
"4170",2007,3,15 - 19,7,4
"4170",2007,3,20 - 24,6,3
"4170",2007,3,25 - 29,15,10
"4170",2007,3,30 - 34,20,10
"4170",2007,3,35 - 39,39,25
"4170",2007,3,40 - 44,72,56
"4170",2007,3,45 - 49,122,106
"4170",2007,3,50 - 54,162,151
"4170",2007,3,55 - 59,258,320
"4170",2007,3,60 - 64,346,463
"4170",2007,3,65 - 69,371,563
"4170",2007,3,70 - 74,574,680
"4170",2007,3,75 - 79,615,684
"4170",2007,3,80 - 84,597,702
"4170",2007,3,85 - 89,377,364
"4170",2007,3,90 - 94,185,122
"4170",2007,3,95+,41,27
"4170",2007,3,UNK,0,0
"4170",2007,4,Total,4972,4984
"4170",2007,4,0,0,1
"4170",2007,4,1,0,0
"4170",2007,4,2,0,0
