"","Year","Cause","Age","Female","Male"
"4160",1996,1,Total,887,992
"4160",1996,1,0,7,9
"4160",1996,1,1,2,0
"4160",1996,1,2,1,1
"4160",1996,1,3,0,0
"4160",1996,1,4,0,0
"4160",1996,1,5 - 9,0,1
"4160",1996,1,10 - 14,2,2
"4160",1996,1,15 - 19,5,13
"4160",1996,1,20 - 24,2,8
"4160",1996,1,25 - 29,1,8
"4160",1996,1,30 - 34,3,10
"4160",1996,1,35 - 39,3,8
"4160",1996,1,40 - 44,9,12
"4160",1996,1,45 - 49,12,21
"4160",1996,1,50 - 54,23,23
"4160",1996,1,55 - 59,24,43
"4160",1996,1,60 - 64,31,61
"4160",1996,1,65 - 69,75,89
"4160",1996,1,70 - 74,79,119
"4160",1996,1,75 - 79,128,169
"4160",1996,1,80 - 84,139,159
"4160",1996,1,85 - 89,159,136
"4160",1996,1,90 - 94,130,74
"4160",1996,1,95+,52,26
"4160",1996,1,UNK,0,0
"4160",1996,2,Total,4,5
"4160",1996,2,0,0,0
"4160",1996,2,1,0,0
"4160",1996,2,2,0,1
"4160",1996,2,3,0,0
"4160",1996,2,4,0,0
"4160",1996,2,5 - 9,0,0
"4160",1996,2,10 - 14,0,0
"4160",1996,2,15 - 19,1,0
"4160",1996,2,20 - 24,0,0
"4160",1996,2,25 - 29,0,0
"4160",1996,2,30 - 34,0,0
"4160",1996,2,35 - 39,0,0
"4160",1996,2,40 - 44,0,0
"4160",1996,2,45 - 49,0,0
"4160",1996,2,50 - 54,0,1
"4160",1996,2,55 - 59,0,0
"4160",1996,2,60 - 64,0,0
"4160",1996,2,65 - 69,0,1
"4160",1996,2,70 - 74,0,1
"4160",1996,2,75 - 79,0,1
"4160",1996,2,80 - 84,1,0
"4160",1996,2,85 - 89,1,0
"4160",1996,2,90 - 94,0,0
"4160",1996,2,95+,1,0
"4160",1996,2,UNK,0,0
"4160",1996,3,Total,250,293
"4160",1996,3,0,0,0
"4160",1996,3,1,0,0
"4160",1996,3,2,0,0
"4160",1996,3,3,0,0
"4160",1996,3,4,0,0
"4160",1996,3,5 - 9,0,1
"4160",1996,3,10 - 14,1,1
"4160",1996,3,15 - 19,0,3
"4160",1996,3,20 - 24,1,3
"4160",1996,3,25 - 29,0,1
"4160",1996,3,30 - 34,3,1
"4160",1996,3,35 - 39,1,1
"4160",1996,3,40 - 44,6,5
"4160",1996,3,45 - 49,4,6
"4160",1996,3,50 - 54,14,6
"4160",1996,3,55 - 59,16,18
"4160",1996,3,60 - 64,18,27
"4160",1996,3,65 - 69,48,37
"4160",1996,3,70 - 74,37,46
"4160",1996,3,75 - 79,42,60
"4160",1996,3,80 - 84,27,37
"4160",1996,3,85 - 89,18,27
"4160",1996,3,90 - 94,10,10
"4160",1996,3,95+,4,3
"4160",1996,3,UNK,0,0
"4160",1996,4,Total,356,418
"4160",1996,4,0,0,0
"4160",1996,4,1,0,0
"4160",1996,4,2,1,0
"4160",1996,4,3,0,0
"4160",1996,4,4,0,0
"4160",1996,4,5 - 9,0,0
"4160",1996,4,10 - 14,0,0
"4160",1996,4,15 - 19,0,1
"4160",1996,4,20 - 24,0,0
"4160",1996,4,25 - 29,0,0
"4160",1996,4,30 - 34,0,0
"4160",1996,4,35 - 39,0,2
"4160",1996,4,40 - 44,3,1
"4160",1996,4,45 - 49,3,5
"4160",1996,4,50 - 54,4,8
"4160",1996,4,55 - 59,2,17
"4160",1996,4,60 - 64,9,21
"4160",1996,4,65 - 69,14,34
"4160",1996,4,70 - 74,25,54
"4160",1996,4,75 - 79,52,82
"4160",1996,4,80 - 84,73,84
"4160",1996,4,85 - 89,88,62
"4160",1996,4,90 - 94,61,35
"4160",1996,4,95+,21,12
"4160",1996,4,UNK,0,0
"4160",1996,5,Total,7,5
"4160",1996,5,0,0,0
"4160",1996,5,1,0,0
"4160",1996,5,2,0,0
"4160",1996,5,3,0,0
"4160",1996,5,4,0,0
"4160",1996,5,5 - 9,0,0
"4160",1996,5,10 - 14,0,0
"4160",1996,5,15 - 19,0,0
"4160",1996,5,20 - 24,0,0
"4160",1996,5,25 - 29,0,0
