"","Year","Cause","Age","Female","Male"
"4240",1990,1,Total,49676,53439
"4240",1990,1,0,540,739
"4240",1990,1,1,57,79
"4240",1990,1,2,26,43
"4240",1990,1,3,33,50
"4240",1990,1,4,18,32
"4240",1990,1,5 - 9,108,147
"4240",1990,1,10 - 14,121,200
"4240",1990,1,15 - 19,176,647
"4240",1990,1,20 - 24,219,767
"4240",1990,1,25 - 29,238,728
"4240",1990,1,30 - 34,285,753
"4240",1990,1,35 - 39,383,858
"4240",1990,1,40 - 44,513,1059
"4240",1990,1,45 - 49,739,1321
"4240",1990,1,50 - 54,1088,2124
"4240",1990,1,55 - 59,1623,3250
"4240",1990,1,60 - 64,2360,4569
"4240",1990,1,65 - 69,3738,6170
"4240",1990,1,70 - 74,5181,6915
"4240",1990,1,75 - 79,8448,8751
"4240",1990,1,80 - 84,10321,7793
"4240",1990,1,85 - 89,13461,6444
"4240",1990,1,90 - 94,0,0
"4240",1990,1,95+,0,0
"4240",1990,1,UNK,0,0
"4240",1990,2,Total,274,508
"4240",1990,2,0,15,27
"4240",1990,2,1,3,7
"4240",1990,2,2,1,4
"4240",1990,2,3,0,6
"4240",1990,2,4,0,3
"4240",1990,2,5 - 9,4,4
"4240",1990,2,10 - 14,3,1
"4240",1990,2,15 - 19,4,3
"4240",1990,2,20 - 24,7,8
"4240",1990,2,25 - 29,4,9
"4240",1990,2,30 - 34,8,15
"4240",1990,2,35 - 39,6,21
"4240",1990,2,40 - 44,9,16
"4240",1990,2,45 - 49,7,22
"4240",1990,2,50 - 54,12,32
"4240",1990,2,55 - 59,18,49
"4240",1990,2,60 - 64,30,64
"4240",1990,2,65 - 69,27,55
"4240",1990,2,70 - 74,30,58
"4240",1990,2,75 - 79,25,51
"4240",1990,2,80 - 84,36,35
"4240",1990,2,85 - 89,25,18
"4240",1990,2,90 - 94,0,0
"4240",1990,2,95+,0,0
"4240",1990,2,UNK,0,0
"4240",1990,3,Total,8113,10435
"4240",1990,3,0,5,3
"4240",1990,3,1,4,4
"4240",1990,3,2,3,4
"4240",1990,3,3,6,6
"4240",1990,3,4,9,3
"4240",1990,3,5 - 9,26,16
"4240",1990,3,10 - 14,18,25
"4240",1990,3,15 - 19,28,38
"4240",1990,3,20 - 24,24,42
"4240",1990,3,25 - 29,47,49
"4240",1990,3,30 - 34,69,59
"4240",1990,3,35 - 39,143,128
"4240",1990,3,40 - 44,207,212
"4240",1990,3,45 - 49,324,347
"4240",1990,3,50 - 54,450,578
"4240",1990,3,55 - 59,651,960
"4240",1990,3,60 - 64,825,1345
"4240",1990,3,65 - 69,1029,1650
"4240",1990,3,70 - 74,1097,1614
"4240",1990,3,75 - 79,1302,1622
"4240",1990,3,80 - 84,1016,1146
"4240",1990,3,85 - 89,830,584
"4240",1990,3,90 - 94,0,0
"4240",1990,3,95+,0,0
"4240",1990,3,UNK,0,0
"4240",1990,4,Total,24565,20961
"4240",1990,4,0,4,4
"4240",1990,4,1,4,0
"4240",1990,4,2,2,0
"4240",1990,4,3,1,1
"4240",1990,4,4,0,1
"4240",1990,4,5 - 9,1,7
"4240",1990,4,10 - 14,8,6
"4240",1990,4,15 - 19,7,18
"4240",1990,4,20 - 24,13,33
"4240",1990,4,25 - 29,22,33
"4240",1990,4,30 - 34,34,56
"4240",1990,4,35 - 39,48,127
"4240",1990,4,40 - 44,71,200
"4240",1990,4,45 - 49,152,249
"4240",1990,4,50 - 54,261,541
"4240",1990,4,55 - 59,462,946
"4240",1990,4,60 - 64,793,1558
"4240",1990,4,65 - 69,1572,2428
"4240",1990,4,70 - 74,2649,3107
"4240",1990,4,75 - 79,4796,4319
"4240",1990,4,80 - 84,6148,4048
"4240",1990,4,85 - 89,7517,3279
"4240",1990,4,90 - 94,0,0
"4240",1990,4,95+,0,0
"4240",1990,4,UNK,0,0
"4240",1990,5,Total,6482,5638
"4240",1990,5,0,44,55
"4240",1990,5,1,10,16
"4240",1990,5,2,4,4
"4240",1990,5,3,3,13
"4240",1990,5,4,0,6
"4240",1990,5,5 - 9,11,17
"4240",1990,5,10 - 14,11,40
"4240",1990,5,15 - 19,35,105
"4240",1990,5,20 - 24,38,135
"4240",1990,5,25 - 29,31,124
"4240",1990,5,30 - 34,30,127
"4240",1990,5,35 - 39,42,111
"4240",1990,5,40 - 44,53,134
"4240",1990,5,45 - 49,49,155
"4240",1990,5,50 - 54,73,203
"4240",1990,5,55 - 59,96,275
"4240",1990,5,60 - 64,126,316
"4240",1990,5,65 - 69,248,424
"4240",1990,5,70 - 74,320,451
"4240",1990,5,75 - 79,713,694
"4240",1990,5,80 - 84,1411,942
"4240",1990,5,85 - 89,3134,1291
"4240",1990,5,90 - 94,0,0
"4240",1990,5,95+,0,0
"4240",1990,5,UNK,0,0
"4240",1990,6,Total,176,189
"4240",1990,6,0,0,0
"4240",1990,6,1,0,0
"4240",1990,6,2,0,0
"4240",1990,6,3,0,0
"4240",1990,6,4,0,0
"4240",1990,6,5 - 9,0,0
"4240",1990,6,10 - 14,2,0
"4240",1990,6,15 - 19,0,1
"4240",1990,6,20 - 24,1,3
"4240",1990,6,25 - 29,3,3
"4240",1990,6,30 - 34,1,7
"4240",1990,6,35 - 39,3,7
"4240",1990,6,40 - 44,2,10
"4240",1990,6,45 - 49,3,7
