"","Year","Cause","Age","Female","Male"
"4010",1990,1,Total,44566,38386
"4010",1990,1,0,314,395
"4010",1990,1,1,29,27
"4010",1990,1,2,13,23
"4010",1990,1,3,16,19
"4010",1990,1,4,11,17
"4010",1990,1,5 - 9,31,48
"4010",1990,1,10 - 14,26,44
"4010",1990,1,15 - 19,79,265
"4010",1990,1,20 - 24,114,435
"4010",1990,1,25 - 29,137,389
"4010",1990,1,30 - 34,162,451
"4010",1990,1,35 - 39,225,465
"4010",1990,1,40 - 44,397,793
"4010",1990,1,45 - 49,599,1262
"4010",1990,1,50 - 54,779,1505
"4010",1990,1,55 - 59,1098,2235
"4010",1990,1,60 - 64,1755,3501
"4010",1990,1,65 - 69,3410,4436
"4010",1990,1,70 - 74,3257,3603
"4010",1990,1,75 - 79,7647,6530
"4010",1990,1,80 - 84,10435,6431
"4010",1990,1,85 - 89,14032,5512
"4010",1990,1,90 - 94,0,0
"4010",1990,1,95+,0,0
"4010",1990,1,UNK,0,0
"4010",1990,2,Total,134,190
"4010",1990,2,0,3,7
"4010",1990,2,1,3,1
"4010",1990,2,2,0,1
"4010",1990,2,3,1,0
"4010",1990,2,4,0,0
"4010",1990,2,5 - 9,1,0
"4010",1990,2,10 - 14,1,0
"4010",1990,2,15 - 19,1,0
"4010",1990,2,20 - 24,1,2
"4010",1990,2,25 - 29,2,1
"4010",1990,2,30 - 34,1,2
"4010",1990,2,35 - 39,0,3
"4010",1990,2,40 - 44,2,7
"4010",1990,2,45 - 49,2,17
"4010",1990,2,50 - 54,7,11
"4010",1990,2,55 - 59,6,16
"4010",1990,2,60 - 64,9,22
"4010",1990,2,65 - 69,13,19
"4010",1990,2,70 - 74,13,19
"4010",1990,2,75 - 79,21,22
"4010",1990,2,80 - 84,27,23
"4010",1990,2,85 - 89,20,17
"4010",1990,2,90 - 94,0,0
"4010",1990,2,95+,0,0
"4010",1990,2,UNK,0,0
"4010",1990,3,Total,9906,9816
"4010",1990,3,0,7,1
"4010",1990,3,1,4,0
"4010",1990,3,2,0,0
"4010",1990,3,3,1,1
"4010",1990,3,4,3,2
"4010",1990,3,5 - 9,5,6
"4010",1990,3,10 - 14,3,10
"4010",1990,3,15 - 19,5,15
"4010",1990,3,20 - 24,16,19
"4010",1990,3,25 - 29,23,26
"4010",1990,3,30 - 34,49,42
"4010",1990,3,35 - 39,91,73
"4010",1990,3,40 - 44,182,152
"4010",1990,3,45 - 49,281,328
"4010",1990,3,50 - 54,394,485
"4010",1990,3,55 - 59,556,759
"4010",1990,3,60 - 64,805,1231
"4010",1990,3,65 - 69,1314,1488
"4010",1990,3,70 - 74,991,1107
"4010",1990,3,75 - 79,1824,1694
"4010",1990,3,80 - 84,1786,1474
"4010",1990,3,85 - 89,1566,903
"4010",1990,3,90 - 94,0,0
"4010",1990,3,95+,0,0
"4010",1990,3,UNK,0,0
"4010",1990,4,Total,24957,17672
"4010",1990,4,0,1,0
"4010",1990,4,1,0,2
"4010",1990,4,2,0,2
"4010",1990,4,3,1,1
"4010",1990,4,4,2,1
"4010",1990,4,5 - 9,0,1
"4010",1990,4,10 - 14,0,1
"4010",1990,4,15 - 19,4,12
"4010",1990,4,20 - 24,11,18
"4010",1990,4,25 - 29,13,33
"4010",1990,4,30 - 34,29,38
"4010",1990,4,35 - 39,37,82
"4010",1990,4,40 - 44,70,173
"4010",1990,4,45 - 49,127,336
"4010",1990,4,50 - 54,146,461
"4010",1990,4,55 - 59,280,785
"4010",1990,4,60 - 64,583,1419
"4010",1990,4,65 - 69,1356,1970
"4010",1990,4,70 - 74,1611,1798
"4010",1990,4,75 - 79,4317,3491
"4010",1990,4,80 - 84,6606,3604
"4010",1990,4,85 - 89,9763,3444
"4010",1990,4,90 - 94,0,0
"4010",1990,4,95+,0,0
"4010",1990,4,UNK,0,0
"4010",1990,5,Total,451,256
"4010",1990,5,0,52,89
"4010",1990,5,1,0,1
"4010",1990,5,2,0,0
"4010",1990,5,3,0,0
"4010",1990,5,4,0,0
"4010",1990,5,5 - 9,0,0
"4010",1990,5,10 - 14,0,1
"4010",1990,5,15 - 19,0,0
"4010",1990,5,20 - 24,0,1
"4010",1990,5,25 - 29,2,0
"4010",1990,5,30 - 34,0,3
"4010",1990,5,35 - 39,0,1
"4010",1990,5,40 - 44,1,4
"4010",1990,5,45 - 49,1,2
"4010",1990,5,50 - 54,4,2
"4010",1990,5,55 - 59,2,1
"4010",1990,5,60 - 64,2,7
"4010",1990,5,65 - 69,7,2
"4010",1990,5,70 - 74,8,7
"4010",1990,5,75 - 79,28,24
"4010",1990,5,80 - 84,81,37
"4010",1990,5,85 - 89,263,74
"4010",1990,5,90 - 94,0,0
"4010",1990,5,95+,0,0
"4010",1990,5,UNK,0,0
"4010",1990,6,Total,65,198
"4010",1990,6,0,0,0
"4010",1990,6,1,0,0
"4010",1990,6,2,0,0
"4010",1990,6,3,0,0
"4010",1990,6,4,0,0
"4010",1990,6,5 - 9,0,0
"4010",1990,6,10 - 14,0,0
"4010",1990,6,15 - 19,1,1
"4010",1990,6,20 - 24,1,13
"4010",1990,6,25 - 29,1,12
"4010",1990,6,30 - 34,2,12
"4010",1990,6,35 - 39,5,13
"4010",1990,6,40 - 44,11,21
"4010",1990,6,45 - 49,10,30
"4010",1990,6,50 - 54,9,16
"4010",1990,6,55 - 59,5,24
"4010",1990,6,60 - 64,3,28
"4010",1990,6,65 - 69,3,7
"4010",1990,6,70 - 74,1,5
"4010",1990,6,75 - 79,6,10
"4010",1990,6,80 - 84,2,4
"4010",1990,6,85 - 89,5,2
"4010",1990,6,90 - 94,0,0
"4010",1990,6,95+,0,0
"4010",1990,6,UNK,0,0
"4010",1990,7,Total,724,551
"4010",1990,7,0,8,10
"4010",1990,7,1,2,2
"4010",1990,7,2,2,4
"4010",1990,7,3,1,1
"4010",1990,7,4,0,1
"4010",1990,7,5 - 9,2,5
"4010",1990,7,10 - 14,3,7
"4010",1990,7,15 - 19,8,6
"4010",1990,7,20 - 24,2,8
"4010",1990,7,25 - 29,9,13
"4010",1990,7,30 - 34,4,10
"4010",1990,7,35 - 39,3,7
"4010",1990,7,40 - 44,9,11
"4010",1990,7,45 - 49,12,13
"4010",1990,7,50 - 54,10,18
"4010",1990,7,55 - 59,22,25
"4010",1990,7,60 - 64,24,28
"4010",1990,7,65 - 69,64,51
"4010",1990,7,70 - 74,64,45
"4010",1990,7,75 - 79,146,120
"4010",1990,7,80 - 84,176,98
"4010",1990,7,85 - 89,153,68
"4010",1990,7,90 - 94,0,0
"4010",1990,7,95+,0,0
"4010",1990,7,UNK,0,0
"4010",1990,8,Total,1429,801
"4010",1990,8,0,2,2
"4010",1990,8,1,1,1
"4010",1990,8,2,0,1
"4010",1990,8,3,0,0
"4010",1990,8,4,1,4
"4010",1990,8,5 - 9,1,0
"4010",1990,8,10 - 14,1,2
"4010",1990,8,15 - 19,0,2
"4010",1990,8,20 - 24,3,3
"4010",1990,8,25 - 29,5,5
"4010",1990,8,30 - 34,4,22
"4010",1990,8,35 - 39,2,16
"4010",1990,8,40 - 44,3,15
"4010",1990,8,45 - 49,6,29
"4010",1990,8,50 - 54,16,22
"4010",1990,8,55 - 59,20,45
"4010",1990,8,60 - 64,48,62
"4010",1990,8,65 - 69,163,111
"4010",1990,8,70 - 74,141,97
"4010",1990,8,75 - 79,307,148
"4010",1990,8,80 - 84,380,136
"4010",1990,8,85 - 89,325,78
"4010",1990,8,90 - 94,0,0
"4010",1990,8,95+,0,0
"4010",1990,8,UNK,0,0
"4010",1990,9,Total,1801,2270
"4010",1990,9,0,5,5
"4010",1990,9,1,1,1
"4010",1990,9,2,0,0
"4010",1990,9,3,0,0
"4010",1990,9,4,0,0
"4010",1990,9,5 - 9,1,0
"4010",1990,9,10 - 14,0,0
"4010",1990,9,15 - 19,1,3
"4010",1990,9,20 - 24,1,2
"4010",1990,9,25 - 29,7,12
"4010",1990,9,30 - 34,10,25
"4010",1990,9,35 - 39,20,51
"4010",1990,9,40 - 44,33,121
"4010",1990,9,45 - 49,62,184
"4010",1990,9,50 - 54,69,184
"4010",1990,9,55 - 59,81,267
"4010",1990,9,60 - 64,117,325
"4010",1990,9,65 - 69,194,310
"4010",1990,9,70 - 74,139,160
"4010",1990,9,75 - 79,281,248
"4010",1990,9,80 - 84,352,216
"4010",1990,9,85 - 89,427,156
"4010",1990,9,90 - 94,0,0
"4010",1990,9,95+,0,0
"4010",1990,9,UNK,0,0
"4010",1990,10,Total,549,413
"4010",1990,10,0,0,0
"4010",1990,10,1,0,0
"4010",1990,10,2,1,0
"4010",1990,10,3,0,0
"4010",1990,10,4,0,0
"4010",1990,10,5 - 9,0,0
"4010",1990,10,10 - 14,0,0
"4010",1990,10,15 - 19,2,0
"4010",1990,10,20 - 24,0,2
"4010",1990,10,25 - 29,0,1
"4010",1990,10,30 - 34,3,2
"4010",1990,10,35 - 39,3,0
"4010",1990,10,40 - 44,1,5
"4010",1990,10,45 - 49,4,7
"4010",1990,10,50 - 54,9,13
"4010",1990,10,55 - 59,15,12
"4010",1990,10,60 - 64,18,26
"4010",1990,10,65 - 69,42,48
"4010",1990,10,70 - 74,49,37
"4010",1990,10,75 - 79,112,73
"4010",1990,10,80 - 84,131,91
"4010",1990,10,85 - 89,159,96
"4010",1990,10,90 - 94,0,0
"4010",1990,10,95+,0,0
"4010",1990,10,UNK,0,0
"4010",1990,11,Total,263,301
"4010",1990,11,0,220,251
"4010",1990,11,1,10,9
"4010",1990,11,2,2,6
"4010",1990,11,3,2,5
"4010",1990,11,4,0,2
"4010",1990,11,5 - 9,4,8
"4010",1990,11,10 - 14,2,2
"4010",1990,11,15 - 19,0,3
"4010",1990,11,20 - 24,5,6
"4010",1990,11,25 - 29,0,0
"4010",1990,11,30 - 34,3,1
"4010",1990,11,35 - 39,1,1
"4010",1990,11,40 - 44,0,0
"4010",1990,11,45 - 49,2,2
"4010",1990,11,50 - 54,1,1
"4010",1990,11,55 - 59,2,0
"4010",1990,11,60 - 64,1,2
"4010",1990,11,65 - 69,2,1
"4010",1990,11,70 - 74,1,0
"4010",1990,11,75 - 79,1,0
"4010",1990,11,80 - 84,2,0
"4010",1990,11,85 - 89,2,1
"4010",1990,11,90 - 94,0,0
"4010",1990,11,95+,0,0
"4010",1990,11,UNK,0,0
"4010",1990,12,Total,2009,2189
"4010",1990,12,0,8,14
"4010",1990,12,1,4,2
"4010",1990,12,2,2,1
"4010",1990,12,3,1,0
