"","Year","Cause","Age","Female","Male"
"2420",1990,1,Total,317,354
"2420",1990,1,0,22,25
"2420",1990,1,1,2,6
"2420",1990,1,2,2,2
"2420",1990,1,3,1,2
"2420",1990,1,4,1,0
"2420",1990,1,5 - 9,2,6
"2420",1990,1,10 - 14,2,3
"2420",1990,1,15 - 19,2,10
"2420",1990,1,20 - 24,4,3
"2420",1990,1,25 - 29,5,8
"2420",1990,1,30 - 34,6,16
"2420",1990,1,35 - 39,9,15
"2420",1990,1,40 - 44,4,9
"2420",1990,1,45 - 49,6,14
"2420",1990,1,50 - 54,10,11
"2420",1990,1,55 - 59,10,11
"2420",1990,1,60 - 64,11,23
"2420",1990,1,65 - 69,23,25
"2420",1990,1,70 - 74,23,47
"2420",1990,1,75 - 79,38,44
"2420",1990,1,80 - 84,35,29
"2420",1990,1,85 - 89,41,18
"2420",1990,1,90 - 94,34,9
"2420",1990,1,95+,13,2
"2420",1990,1,UNK,11,16
"2420",1990,2,Total,7,12
"2420",1990,2,0,1,1
"2420",1990,2,1,0,1
"2420",1990,2,2,0,1
"2420",1990,2,3,0,0
"2420",1990,2,4,0,0
"2420",1990,2,5 - 9,0,1
"2420",1990,2,10 - 14,1,0
"2420",1990,2,15 - 19,0,0
"2420",1990,2,20 - 24,0,0
"2420",1990,2,25 - 29,0,0
"2420",1990,2,30 - 34,0,0
"2420",1990,2,35 - 39,1,2
"2420",1990,2,40 - 44,0,0
"2420",1990,2,45 - 49,0,0
"2420",1990,2,50 - 54,0,0
"2420",1990,2,55 - 59,1,0
"2420",1990,2,60 - 64,0,1
"2420",1990,2,65 - 69,0,0
"2420",1990,2,70 - 74,0,2
"2420",1990,2,75 - 79,1,1
"2420",1990,2,80 - 84,1,0
"2420",1990,2,85 - 89,0,0
"2420",1990,2,90 - 94,0,1
"2420",1990,2,95+,1,0
"2420",1990,2,UNK,0,1
"2420",1990,3,Total,46,50
"2420",1990,3,0,0,0
"2420",1990,3,1,0,0
"2420",1990,3,2,0,0
"2420",1990,3,3,0,0
"2420",1990,3,4,0,0
"2420",1990,3,5 - 9,0,0
"2420",1990,3,10 - 14,0,1
"2420",1990,3,15 - 19,0,1
"2420",1990,3,20 - 24,0,0
"2420",1990,3,25 - 29,1,3
"2420",1990,3,30 - 34,4,0
"2420",1990,3,35 - 39,2,2
"2420",1990,3,40 - 44,3,0
"2420",1990,3,45 - 49,3,2
"2420",1990,3,50 - 54,3,4
"2420",1990,3,55 - 59,4,3
"2420",1990,3,60 - 64,5,8
"2420",1990,3,65 - 69,6,9
"2420",1990,3,70 - 74,3,8
"2420",1990,3,75 - 79,3,3
"2420",1990,3,80 - 84,1,4
"2420",1990,3,85 - 89,3,2
"2420",1990,3,90 - 94,4,0
"2420",1990,3,95+,0,0
"2420",1990,3,UNK,1,0
"2420",1990,4,Total,116,107
"2420",1990,4,0,0,0
"2420",1990,4,1,0,0
"2420",1990,4,2,0,0
"2420",1990,4,3,1,0
"2420",1990,4,4,0,0
"2420",1990,4,5 - 9,1,0
"2420",1990,4,10 - 14,0,0
"2420",1990,4,15 - 19,0,1
"2420",1990,4,20 - 24,1,1
"2420",1990,4,25 - 29,0,1
"2420",1990,4,30 - 34,1,2
"2420",1990,4,35 - 39,2,2
"2420",1990,4,40 - 44,0,6
"2420",1990,4,45 - 49,1,3
"2420",1990,4,50 - 54,2,3
"2420",1990,4,55 - 59,2,2
"2420",1990,4,60 - 64,5,7
"2420",1990,4,65 - 69,9,9
"2420",1990,4,70 - 74,11,21
"2420",1990,4,75 - 79,24,24
"2420",1990,4,80 - 84,15,13
"2420",1990,4,85 - 89,16,6
"2420",1990,4,90 - 94,16,4
"2420",1990,4,95+,6,0
"2420",1990,4,UNK,3,2
"2420",1990,5,Total,39,27
"2420",1990,5,0,1,1
"2420",1990,5,1,0,2
"2420",1990,5,2,0,0
"2420",1990,5,3,0,1
"2420",1990,5,4,0,0
"2420",1990,5,5 - 9,0,0
"2420",1990,5,10 - 14,0,0
"2420",1990,5,15 - 19,0,0
"2420",1990,5,20 - 24,0,0
"2420",1990,5,25 - 29,1,1
"2420",1990,5,30 - 34,0,0
"2420",1990,5,35 - 39,0,0
"2420",1990,5,40 - 44,0,0
"2420",1990,5,45 - 49,0,0
"2420",1990,5,50 - 54,0,0
"2420",1990,5,55 - 59,0,0
"2420",1990,5,60 - 64,0,2
"2420",1990,5,65 - 69,4,1
"2420",1990,5,70 - 74,1,4
"2420",1990,5,75 - 79,1,3
"2420",1990,5,80 - 84,5,3
"2420",1990,5,85 - 89,12,4
"2420",1990,5,90 - 94,7,4
"2420",1990,5,95+,4,0
"2420",1990,5,UNK,3,1
"2420",1990,6,Total,0,4
"2420",1990,6,0,0,0
"2420",1990,6,1,0,0
"2420",1990,6,2,0,0
"2420",1990,6,3,0,0
"2420",1990,6,4,0,0
"2420",1990,6,5 - 9,0,0
"2420",1990,6,10 - 14,0,0
"2420",1990,6,15 - 19,0,0
"2420",1990,6,20 - 24,0,0
"2420",1990,6,25 - 29,0,0
"2420",1990,6,30 - 34,0,1
"2420",1990,6,35 - 39,0,0
"2420",1990,6,40 - 44,0,0
"2420",1990,6,45 - 49,0,0
"2420",1990,6,50 - 54,0,1
"2420",1990,6,55 - 59,0,1
"2420",1990,6,60 - 64,0,0
"2420",1990,6,65 - 69,0,0
"2420",1990,6,70 - 74,0,0
"2420",1990,6,75 - 79,0,0
"2420",1990,6,80 - 84,0,0
"2420",1990,6,85 - 89,0,0
"2420",1990,6,90 - 94,0,0
"2420",1990,6,95+,0,0
"2420",1990,6,UNK,0,1
"2420",1990,7,Total,9,12
"2420",1990,7,0,0,0
"2420",1990,7,1,1,1
"2420",1990,7,2,0,0
"2420",1990,7,3,0,0
"2420",1990,7,4,0,0
"2420",1990,7,5 - 9,0,1
"2420",1990,7,10 - 14,1,1
"2420",1990,7,15 - 19,1,1
"2420",1990,7,20 - 24,0,0
"2420",1990,7,25 - 29,2,0
"2420",1990,7,30 - 34,1,1
"2420",1990,7,35 - 39,0,1
"2420",1990,7,40 - 44,0,0
"2420",1990,7,45 - 49,0,2
"2420",1990,7,50 - 54,0,0
"2420",1990,7,55 - 59,1,0
"2420",1990,7,60 - 64,0,1
"2420",1990,7,65 - 69,0,0
"2420",1990,7,70 - 74,1,2
"2420",1990,7,75 - 79,0,0
"2420",1990,7,80 - 84,0,1
"2420",1990,7,85 - 89,0,0
"2420",1990,7,90 - 94,0,0
"2420",1990,7,95+,0,0
"2420",1990,7,UNK,1,0
"2420",1990,8,Total,29,19
"2420",1990,8,0,0,1
"2420",1990,8,1,0,0
"2420",1990,8,2,0,0
"2420",1990,8,3,0,0
"2420",1990,8,4,1,0
"2420",1990,8,5 - 9,0,0
"2420",1990,8,10 - 14,0,1
"2420",1990,8,15 - 19,0,0
"2420",1990,8,20 - 24,0,0
"2420",1990,8,25 - 29,0,0
"2420",1990,8,30 - 34,0,1
"2420",1990,8,35 - 39,0,1
"2420",1990,8,40 - 44,0,1
"2420",1990,8,45 - 49,0,0
"2420",1990,8,50 - 54,4,0
"2420",1990,8,55 - 59,2,2
"2420",1990,8,60 - 64,1,1
"2420",1990,8,65 - 69,1,1
"2420",1990,8,70 - 74,6,2
"2420",1990,8,75 - 79,4,3
"2420",1990,8,80 - 84,4,2
"2420",1990,8,85 - 89,4,2
"2420",1990,8,90 - 94,2,0
"2420",1990,8,95+,0,0
"2420",1990,8,UNK,0,1
"2420",1990,9,Total,5,14
"2420",1990,9,0,0,0
"2420",1990,9,1,0,1
"2420",1990,9,2,1,0
"2420",1990,9,3,0,0
"2420",1990,9,4,0,0
"2420",1990,9,5 - 9,0,0
"2420",1990,9,10 - 14,0,0
"2420",1990,9,15 - 19,0,0
"2420",1990,9,20 - 24,0,0
"2420",1990,9,25 - 29,0,1
"2420",1990,9,30 - 34,0,0
"2420",1990,9,35 - 39,0,1
"2420",1990,9,40 - 44,0,0
"2420",1990,9,45 - 49,0,2
"2420",1990,9,50 - 54,0,1
"2420",1990,9,55 - 59,0,2
"2420",1990,9,60 - 64,0,3
"2420",1990,9,65 - 69,1,1
"2420",1990,9,70 - 74,1,1
"2420",1990,9,75 - 79,1,0
"2420",1990,9,80 - 84,1,1
"2420",1990,9,85 - 89,0,0
"2420",1990,9,90 - 94,0,0
"2420",1990,9,95+,0,0
"2420",1990,9,UNK,0,0
"2420",1990,10,Total,6,15
"2420",1990,10,0,0,0
"2420",1990,10,1,0,0
"2420",1990,10,2,0,0
"2420",1990,10,3,0,0
"2420",1990,10,4,0,0
"2420",1990,10,5 - 9,0,0
"2420",1990,10,10 - 14,0,0
"2420",1990,10,15 - 19,0,0
"2420",1990,10,20 - 24,0,1
"2420",1990,10,25 - 29,0,1
"2420",1990,10,30 - 34,0,0
"2420",1990,10,35 - 39,0,0
"2420",1990,10,40 - 44,1,1
"2420",1990,10,45 - 49,0,2
"2420",1990,10,50 - 54,0,0
"2420",1990,10,55 - 59,0,0
"2420",1990,10,60 - 64,0,0
"2420",1990,10,65 - 69,1,1
"2420",1990,10,70 - 74,0,2
"2420",1990,10,75 - 79,1,3
"2420",1990,10,80 - 84,3,3
"2420",1990,10,85 - 89,0,1
"2420",1990,10,90 - 94,0,0
"2420",1990,10,95+,0,0
"2420",1990,10,UNK,0,0
"2420",1990,11,Total,21,21
"2420",1990,11,0,20,19
"2420",1990,11,1,0,0
"2420",1990,11,2,0,0
"2420",1990,11,3,0,0
"2420",1990,11,4,0,0
"2420",1990,11,5 - 9,0,1
"2420",1990,11,10 - 14,0,0
"2420",1990,11,15 - 19,0,0
"2420",1990,11,20 - 24,0,1
"2420",1990,11,25 - 29,0,0
"2420",1990,11,30 - 34,0,0
"2420",1990,11,35 - 39,0,0
"2420",1990,11,40 - 44,0,0
"2420",1990,11,45 - 49,0,0
"2420",1990,11,50 - 54,0,0
"2420",1990,11,55 - 59,0,0
"2420",1990,11,60 - 64,0,0
"2420",1990,11,65 - 69,0,0
"2420",1990,11,70 - 74,0,0
"2420",1990,11,75 - 79,0,0
"2420",1990,11,80 - 84,1,0
"2420",1990,11,85 - 89,0,0
"2420",1990,11,90 - 94,0,0
"2420",1990,11,95+,0,0
"2420",1990,11,UNK,0,0
"2420",1990,12,Total,17,24
"2420",1990,12,0,0,2
"2420",1990,12,1,0,0
"2420",1990,12,2,1,0
"2420",1990,12,3,0,0
"2420",1990,12,4,0,0
"2420",1990,12,5 - 9,0,2
"2420",1990,12,10 - 14,0,0
"2420",1990,12,15 - 19,0,3
"2420",1990,12,20 - 24,0,0
"2420",1990,12,25 - 29,0,1
"2420",1990,12,30 - 34,0,2
"2420",1990,12,35 - 39,1,1
"2420",1990,12,40 - 44,0,0
"2420",1990,12,45 - 49,1,0
"2420",1990,12,50 - 54,0,2
"2420",1990,12,55 - 59,0,0
"2420",1990,12,60 - 64,0,0
"2420",1990,12,65 - 69,1,2
"2420",1990,12,70 - 74,0,2
"2420",1990,12,75 - 79,1,2
"2420",1990,12,80 - 84,3,2
"2420",1990,12,85 - 89,3,1
"2420",1990,12,90 - 94,4,0
"2420",1990,12,95+,1,1
"2420",1990,12,UNK,1,1
"2420",1990,13,Total,12,36
"2420",1990,13,0,0,0
"2420",1990,13,1,1,0
"2420",1990,13,2,0,1
"2420",1990,13,3,0,1
"2420",1990,13,4,0,0
"2420",1990,13,5 - 9,0,0
"2420",1990,13,10 - 14,0,0
"2420",1990,13,15 - 19,0,4
"2420",1990,13,20 - 24,3,0
"2420",1990,13,25 - 29,0,0
"2420",1990,13,30 - 34,0,9
"2420",1990,13,35 - 39,3,3
"2420",1990,13,40 - 44,0,1
"2420",1990,13,45 - 49,1,3
"2420",1990,13,50 - 54,0,0
"2420",1990,13,55 - 59,0,1
"2420",1990,13,60 - 64,0,0
"2420",1990,13,65 - 69,0,1
"2420",1990,13,70 - 74,0,2
"2420",1990,13,75 - 79,1,1
"2420",1990,13,80 - 84,0,0
"2420",1990,13,85 - 89,1,0
"2420",1990,13,90 - 94,0,0
"2420",1990,13,95+,0,0
"2420",1990,13,UNK,2,9
"2420",1990,14,Total,1,0
"2420",1990,14,0,0,0
"2420",1990,14,1,0,0
"2420",1990,14,2,0,0
"2420",1990,14,3,0,0
"2420",1990,14,4,0,0
"2420",1990,14,5 - 9,0,0
"2420",1990,14,10 - 14,0,0
"2420",1990,14,15 - 19,0,0
"2420",1990,14,20 - 24,0,0
"2420",1990,14,25 - 29,1,0
"2420",1990,14,30 - 34,0,0
"2420",1990,14,35 - 39,0,0
