"","Year","Cause","Age","Female","Male"
"4280",1999,1,Total,175847,195255
"4280",1999,1,0,760,940
"4280",1999,1,1,86,93
"4280",1999,1,2,46,41
"4280",1999,1,3,34,36
"4280",1999,1,4,35,40
"4280",1999,1,5 - 9,112,187
"4280",1999,1,10 - 14,144,231
"4280",1999,1,15 - 19,341,921
"4280",1999,1,20 - 24,463,1541
"4280",1999,1,25 - 29,531,1807
"4280",1999,1,30 - 34,830,2388
"4280",1999,1,35 - 39,1083,2928
"4280",1999,1,40 - 44,1508,3505
"4280",1999,1,45 - 49,1969,4633
"4280",1999,1,50 - 54,2686,6740
"4280",1999,1,55 - 59,3405,8729
"4280",1999,1,60 - 64,5361,12869
"4280",1999,1,65 - 69,9568,21131
"4280",1999,1,70 - 74,15597,27184
"4280",1999,1,75 - 79,24295,31972
"4280",1999,1,80 - 84,32932,27995
"4280",1999,1,85 - 89,38695,23932
"4280",1999,1,90 - 94,25587,12048
"4280",1999,1,95+,9779,3364
"4280",1999,1,UNK,0,0
"4280",1999,2,Total,2586,3934
"4280",1999,2,0,9,15
"4280",1999,2,1,12,11
"4280",1999,2,2,5,4
"4280",1999,2,3,5,7
"4280",1999,2,4,2,4
"4280",1999,2,5 - 9,10,11
"4280",1999,2,10 - 14,7,3
"4280",1999,2,15 - 19,4,15
"4280",1999,2,20 - 24,22,28
"4280",1999,2,25 - 29,59,142
"4280",1999,2,30 - 34,106,391
"4280",1999,2,35 - 39,99,525
"4280",1999,2,40 - 44,65,327
"4280",1999,2,45 - 49,45,174
"4280",1999,2,50 - 54,40,144
"4280",1999,2,55 - 59,50,171
"4280",1999,2,60 - 64,114,178
"4280",1999,2,65 - 69,174,302
"4280",1999,2,70 - 74,287,368
"4280",1999,2,75 - 79,385,402
"4280",1999,2,80 - 84,404,306
"4280",1999,2,85 - 89,403,261
"4280",1999,2,90 - 94,195,121
"4280",1999,2,95+,84,24
"4280",1999,2,UNK,0,0
"4280",1999,3,Total,35338,59228
"4280",1999,3,0,8,11
"4280",1999,3,1,7,7
"4280",1999,3,2,6,3
"4280",1999,3,3,6,5
"4280",1999,3,4,6,6
"4280",1999,3,5 - 9,25,54
"4280",1999,3,10 - 14,31,52
"4280",1999,3,15 - 19,44,84
"4280",1999,3,20 - 24,78,120
"4280",1999,3,25 - 29,113,152
"4280",1999,3,30 - 34,235,251
"4280",1999,3,35 - 39,459,471
"4280",1999,3,40 - 44,801,952
"4280",1999,3,45 - 49,1079,1809
"4280",1999,3,50 - 54,1581,3057
"4280",1999,3,55 - 59,1855,4116
"4280",1999,3,60 - 64,2566,5846
"4280",1999,3,65 - 69,3953,8926
"4280",1999,3,70 - 74,4965,9904
"4280",1999,3,75 - 79,5631,10035
"4280",1999,3,80 - 84,5352,6964
"4280",1999,3,85 - 89,4272,4529
"4280",1999,3,90 - 94,1833,1560
"4280",1999,3,95+,432,314
"4280",1999,3,UNK,0,0
"4280",1999,4,Total,71792,59982
"4280",1999,4,0,4,11
"4280",1999,4,1,2,2
"4280",1999,4,2,5,2
"4280",1999,4,3,2,3
"4280",1999,4,4,1,1
"4280",1999,4,5 - 9,2,5
"4280",1999,4,10 - 14,14,21
"4280",1999,4,15 - 19,27,32
"4280",1999,4,20 - 24,34,66
"4280",1999,4,25 - 29,45,107
"4280",1999,4,30 - 34,99,205
"4280",1999,4,35 - 39,112,359
"4280",1999,4,40 - 44,185,687
"4280",1999,4,45 - 49,291,1004
"4280",1999,4,50 - 54,411,1521
"4280",1999,4,55 - 59,661,2087
"4280",1999,4,60 - 64,1244,3403
"4280",1999,4,65 - 69,2662,6088
"4280",1999,4,70 - 74,5398,8545
"4280",1999,4,75 - 79,9680,10571
"4280",1999,4,80 - 84,14794,9941
"4280",1999,4,85 - 89,18432,9087
"4280",1999,4,90 - 94,12802,4850
"4280",1999,4,95+,4885,1384
"4280",1999,4,UNK,0,0
"4280",1999,5,Total,5457,4104
"4280",1999,5,0,46,55
"4280",1999,5,1,8,3
"4280",1999,5,2,1,3
"4280",1999,5,3,1,0
"4280",1999,5,4,1,1
"4280",1999,5,5 - 9,6,9
"4280",1999,5,10 - 14,1,2
"4280",1999,5,15 - 19,16,19
"4280",1999,5,20 - 24,9,45
"4280",1999,5,25 - 29,18,71
"4280",1999,5,30 - 34,31,121
"4280",1999,5,35 - 39,34,110
"4280",1999,5,40 - 44,24,109
"4280",1999,5,45 - 49,39,133
"4280",1999,5,50 - 54,41,128
"4280",1999,5,55 - 59,38,147
"4280",1999,5,60 - 64,75,166
"4280",1999,5,65 - 69,136,278
"4280",1999,5,70 - 74,208,345
"4280",1999,5,75 - 79,380,420
"4280",1999,5,80 - 84,740,472
"4280",1999,5,85 - 89,1311,601
"4280",1999,5,90 - 94,1418,591
"4280",1999,5,95+,875,275
"4280",1999,5,UNK,0,0
"4280",1999,6,Total,7559,3961
"4280",1999,6,0,0,0
