"","Year","Cause","Age","Female","Male"
"4180",2003,1,Total,299071,289826
"4180",2003,1,0,988,1146
"4180",2003,1,1,67,73
"4180",2003,1,2,43,46
"4180",2003,1,3,44,43
"4180",2003,1,4,27,46
"4180",2003,1,5 - 9,118,158
"4180",2003,1,10 - 14,142,224
"4180",2003,1,15 - 19,272,859
"4180",2003,1,20 - 24,390,1375
"4180",2003,1,25 - 29,565,1824
"4180",2003,1,30 - 34,832,2074
"4180",2003,1,35 - 39,1365,2869
"4180",2003,1,40 - 44,2027,3569
"4180",2003,1,45 - 49,2904,4968
"4180",2003,1,50 - 54,4442,7825
"4180",2003,1,55 - 59,6445,12178
"4180",2003,1,60 - 64,9696,18640
"4180",2003,1,65 - 69,14915,26904
"4180",2003,1,70 - 74,24623,39105
"4180",2003,1,75 - 79,40788,50840
"4180",2003,1,80 - 84,55353,48917
"4180",2003,1,85 - 89,57825,35681
"4180",2003,1,90 - 94,53942,24282
"4180",2003,1,95+,21258,6180
"4180",2003,1,UNK,0,0
"4180",2003,2,Total,3463,3910
"4180",2003,2,0,12,18
"4180",2003,2,1,4,3
"4180",2003,2,2,3,0
"4180",2003,2,3,4,2
"4180",2003,2,4,2,1
"4180",2003,2,5 - 9,3,4
"4180",2003,2,10 - 14,7,5
"4180",2003,2,15 - 19,6,5
"4180",2003,2,20 - 24,7,9
"4180",2003,2,25 - 29,26,29
"4180",2003,2,30 - 34,45,84
"4180",2003,2,35 - 39,96,284
"4180",2003,2,40 - 44,94,369
"4180",2003,2,45 - 49,60,246
"4180",2003,2,50 - 54,60,191
"4180",2003,2,55 - 59,92,207
"4180",2003,2,60 - 64,168,273
"4180",2003,2,65 - 69,271,355
"4180",2003,2,70 - 74,416,451
"4180",2003,2,75 - 79,591,518
"4180",2003,2,80 - 84,618,444
"4180",2003,2,85 - 89,438,267
"4180",2003,2,90 - 94,331,122
"4180",2003,2,95+,109,23
"4180",2003,2,UNK,0,0
"4180",2003,3,Total,71017,96127
"4180",2003,3,0,6,5
"4180",2003,3,1,5,4
"4180",2003,3,2,12,8
"4180",2003,3,3,7,9
"4180",2003,3,4,10,13
"4180",2003,3,5 - 9,39,58
"4180",2003,3,10 - 14,42,48
"4180",2003,3,15 - 19,50,90
"4180",2003,3,20 - 24,69,108
"4180",2003,3,25 - 29,128,154
"4180",2003,3,30 - 34,311,265
"4180",2003,3,35 - 39,637,503
"4180",2003,3,40 - 44,1099,858
"4180",2003,3,45 - 49,1792,1684
"4180",2003,3,50 - 54,2751,3368
"4180",2003,3,55 - 59,3848,5824
"4180",2003,3,60 - 64,5509,9278
"4180",2003,3,65 - 69,7206,12969
"4180",2003,3,70 - 74,9530,16935
"4180",2003,3,75 - 79,11999,18502
"4180",2003,3,80 - 84,11759,14094
"4180",2003,3,85 - 89,7919,7165
"4180",2003,3,90 - 94,5098,3573
"4180",2003,3,95+,1191,612
"4180",2003,3,UNK,0,0
"4180",2003,4,Total,135884,105874
"4180",2003,4,0,29,37
"4180",2003,4,1,7,11
"4180",2003,4,2,3,1
"4180",2003,4,3,4,2
"4180",2003,4,4,0,2
"4180",2003,4,5 - 9,6,7
"4180",2003,4,10 - 14,13,16
"4180",2003,4,15 - 19,15,37
"4180",2003,4,20 - 24,25,75
"4180",2003,4,25 - 29,49,134
"4180",2003,4,30 - 34,82,244
"4180",2003,4,35 - 39,141,404
"4180",2003,4,40 - 44,247,724
"4180",2003,4,45 - 49,406,1230
"4180",2003,4,50 - 54,651,2090
"4180",2003,4,55 - 59,1095,3332
"4180",2003,4,60 - 64,1902,5064
"4180",2003,4,65 - 69,3755,7752
"4180",2003,4,70 - 74,8083,12585
"4180",2003,4,75 - 79,16410,18707
"4180",2003,4,80 - 84,26611,20343
"4180",2003,4,85 - 89,32045,17150
"4180",2003,4,90 - 94,31728,12623
"4180",2003,4,95+,12577,3304
"4180",2003,4,UNK,0,0
"4180",2003,5,Total,6448,4320
"4180",2003,5,0,21,31
"4180",2003,5,1,2,4
"4180",2003,5,2,1,6
"4180",2003,5,3,0,0
"4180",2003,5,4,1,4
"4180",2003,5,5 - 9,3,6
"4180",2003,5,10 - 14,2,7
"4180",2003,5,15 - 19,17,32
"4180",2003,5,20 - 24,23,67
"4180",2003,5,25 - 29,21,110
"4180",2003,5,30 - 34,28,132
"4180",2003,5,35 - 39,37,158
