"","Year","Cause","Age","Female","Male"
"2190",1997,1,Total,12188,16934
"2190",1997,1,0,1187,1525
"2190",1997,1,1,171,207
"2190",1997,1,2,57,83
"2190",1997,1,3,42,43
"2190",1997,1,4,41,34
"2190",1997,1,5 - 9,122,151
"2190",1997,1,10 - 14,121,174
"2190",1997,1,15 - 19,277,697
"2190",1997,1,20 - 24,275,857
"2190",1997,1,25 - 29,217,879
"2190",1997,1,30 - 34,253,866
"2190",1997,1,35 - 39,315,894
"2190",1997,1,40 - 44,373,823
"2190",1997,1,45 - 49,432,839
"2190",1997,1,50 - 54,440,821
"2190",1997,1,55 - 59,576,900
"2190",1997,1,60 - 64,711,915
"2190",1997,1,65 - 69,981,1137
"2190",1997,1,70 - 74,1108,1251
"2190",1997,1,75 - 79,1222,1218
"2190",1997,1,80 - 84,1182,997
"2190",1997,1,85 - 89,1088,917
"2190",1997,1,90 - 94,605,450
"2190",1997,1,95+,392,249
"2190",1997,1,UNK,0,7
"2190",1997,2,Total,802,1199
"2190",1997,2,0,254,366
"2190",1997,2,1,40,57
"2190",1997,2,2,8,14
"2190",1997,2,3,7,6
"2190",1997,2,4,4,4
"2190",1997,2,5 - 9,22,18
"2190",1997,2,10 - 14,6,11
"2190",1997,2,15 - 19,15,17
"2190",1997,2,20 - 24,20,35
"2190",1997,2,25 - 29,17,63
"2190",1997,2,30 - 34,20,69
"2190",1997,2,35 - 39,30,46
"2190",1997,2,40 - 44,23,48
"2190",1997,2,45 - 49,22,51
"2190",1997,2,50 - 54,23,36
"2190",1997,2,55 - 59,22,44
"2190",1997,2,60 - 64,28,38
"2190",1997,2,65 - 69,41,45
"2190",1997,2,70 - 74,36,67
"2190",1997,2,75 - 79,40,48
"2190",1997,2,80 - 84,41,49
"2190",1997,2,85 - 89,48,36
"2190",1997,2,90 - 94,16,20
"2190",1997,2,95+,19,11
"2190",1997,2,UNK,0,0
"2190",1997,3,Total,1713,1075
"2190",1997,3,0,7,8
"2190",1997,3,1,1,1
"2190",1997,3,2,2,1
"2190",1997,3,3,1,3
"2190",1997,3,4,1,2
"2190",1997,3,5 - 9,10,7
"2190",1997,3,10 - 14,12,11
"2190",1997,3,15 - 19,10,20
"2190",1997,3,20 - 24,25,14
"2190",1997,3,25 - 29,18,15
"2190",1997,3,30 - 34,43,17
"2190",1997,3,35 - 39,60,27
"2190",1997,3,40 - 44,88,34
"2190",1997,3,45 - 49,130,44
"2190",1997,3,50 - 54,118,72
"2190",1997,3,55 - 59,170,63
"2190",1997,3,60 - 64,156,95
"2190",1997,3,65 - 69,193,150
"2190",1997,3,70 - 74,203,165
"2190",1997,3,75 - 79,193,141
"2190",1997,3,80 - 84,129,80
"2190",1997,3,85 - 89,94,63
"2190",1997,3,90 - 94,37,29
"2190",1997,3,95+,12,12
"2190",1997,3,UNK,0,1
"2190",1997,4,Total,2006,1807
"2190",1997,4,0,8,10
"2190",1997,4,1,3,2
"2190",1997,4,2,3,0
"2190",1997,4,3,2,0
"2190",1997,4,4,1,0
"2190",1997,4,5 - 9,2,1
"2190",1997,4,10 - 14,3,7
"2190",1997,4,15 - 19,14,11
"2190",1997,4,20 - 24,19,16
"2190",1997,4,25 - 29,17,29
"2190",1997,4,30 - 34,16,26
"2190",1997,4,35 - 39,24,31
"2190",1997,4,40 - 44,56,40
"2190",1997,4,45 - 49,61,54
"2190",1997,4,50 - 54,53,88
"2190",1997,4,55 - 59,77,130
"2190",1997,4,60 - 64,150,147
"2190",1997,4,65 - 69,198,200
"2190",1997,4,70 - 74,238,247
"2190",1997,4,75 - 79,296,246
"2190",1997,4,80 - 84,273,191
"2190",1997,4,85 - 89,261,208
"2190",1997,4,90 - 94,150,88
"2190",1997,4,95+,81,35
"2190",1997,4,UNK,0,0
"2190",1997,5,Total,2705,2833
"2190",1997,5,0,133,179
"2190",1997,5,1,36,46
"2190",1997,5,2,13,13
"2190",1997,5,3,8,6
"2190",1997,5,4,9,4
"2190",1997,5,5 - 9,20,22
"2190",1997,5,10 - 14,20,19
"2190",1997,5,15 - 19,41,61
"2190",1997,5,20 - 24,46,76
"2190",1997,5,25 - 29,34,70
"2190",1997,5,30 - 34,38,92
"2190",1997,5,35 - 39,51,94
"2190",1997,5,40 - 44,56,89
"2190",1997,5,45 - 49,60,96
"2190",1997,5,50 - 54,62,105
"2190",1997,5,55 - 59,78,129
"2190",1997,5,60 - 64,119,129
"2190",1997,5,65 - 69,194,177
"2190",1997,5,70 - 74,223,243
"2190",1997,5,75 - 79,301,268
"2190",1997,5,80 - 84,356,296
"2190",1997,5,85 - 89,375,299
"2190",1997,5,90 - 94,243,177
"2190",1997,5,95+,189,143
"2190",1997,5,UNK,0,0
"2190",1997,6,Total,55,979
"2190",1997,6,0,0,0
"2190",1997,6,1,0,0
"2190",1997,6,2,0,0
"2190",1997,6,3,0,0
"2190",1997,6,4,0,0
"2190",1997,6,5 - 9,0,0
"2190",1997,6,10 - 14,0,1
"2190",1997,6,15 - 19,0,4
"2190",1997,6,20 - 24,2,22
"2190",1997,6,25 - 29,6,59
"2190",1997,6,30 - 34,3,77
"2190",1997,6,35 - 39,4,149
"2190",1997,6,40 - 44,7,120
"2190",1997,6,45 - 49,12,124
"2190",1997,6,50 - 54,7,108
"2190",1997,6,55 - 59,4,86
"2190",1997,6,60 - 64,1,82
"2190",1997,6,65 - 69,1,66
"2190",1997,6,70 - 74,3,35
"2190",1997,6,75 - 79,2,27
"2190",1997,6,80 - 84,0,9
"2190",1997,6,85 - 89,0,4
"2190",1997,6,90 - 94,2,3
"2190",1997,6,95+,1,2
"2190",1997,6,UNK,0,1
"2190",1997,7,Total,400,383
"2190",1997,7,0,7,13
"2190",1997,7,1,2,2
"2190",1997,7,2,4,5
"2190",1997,7,3,1,1
"2190",1997,7,4,1,0
"2190",1997,7,5 - 9,6,6
"2190",1997,7,10 - 14,6,7
"2190",1997,7,15 - 19,13,17
"2190",1997,7,20 - 24,8,8
"2190",1997,7,25 - 29,11,11
"2190",1997,7,30 - 34,10,19
"2190",1997,7,35 - 39,18,17
"2190",1997,7,40 - 44,11,13
"2190",1997,7,45 - 49,9,10
"2190",1997,7,50 - 54,22,10
"2190",1997,7,55 - 59,20,12
"2190",1997,7,60 - 64,25,14
"2190",1997,7,65 - 69,36,32
"2190",1997,7,70 - 74,42,34
"2190",1997,7,75 - 79,40,47
"2190",1997,7,80 - 84,49,50
"2190",1997,7,85 - 89,36,41
"2190",1997,7,90 - 94,12,10
"2190",1997,7,95+,11,4
"2190",1997,7,UNK,0,0
"2190",1997,8,Total,630,496
"2190",1997,8,0,54,67
"2190",1997,8,1,18,9
"2190",1997,8,2,2,7
"2190",1997,8,3,1,1
"2190",1997,8,4,0,1
"2190",1997,8,5 - 9,5,3
