"","Year","Cause","Age","Female","Male"
"2410",2005,1,Total,25,28
"2410",2005,1,0,0,0
"2410",2005,1,1,0,0
"2410",2005,1,2,0,0
"2410",2005,1,3,0,0
"2410",2005,1,4,0,0
"2410",2005,1,5 - 9,0,0
"2410",2005,1,10 - 14,0,0
"2410",2005,1,15 - 19,0,0
"2410",2005,1,20 - 24,0,1
"2410",2005,1,25 - 29,0,2
"2410",2005,1,30 - 34,0,0
"2410",2005,1,35 - 39,0,2
"2410",2005,1,40 - 44,0,1
"2410",2005,1,45 - 49,0,1
"2410",2005,1,50 - 54,0,3
"2410",2005,1,55 - 59,1,1
"2410",2005,1,60 - 64,1,2
"2410",2005,1,65 - 69,1,5
"2410",2005,1,70 - 74,1,1
"2410",2005,1,75 - 79,3,4
"2410",2005,1,80 - 84,6,4
"2410",2005,1,85 - 89,8,0
"2410",2005,1,90 - 94,3,1
"2410",2005,1,95+,1,0
"2410",2005,1,UNK,0,0
"2410",2005,2,Total,1,0
"2410",2005,2,0,0,0
"2410",2005,2,1,0,0
"2410",2005,2,2,0,0
"2410",2005,2,3,0,0
"2410",2005,2,4,0,0
"2410",2005,2,5 - 9,0,0
"2410",2005,2,10 - 14,0,0
"2410",2005,2,15 - 19,0,0
"2410",2005,2,20 - 24,0,0
"2410",2005,2,25 - 29,0,0
"2410",2005,2,30 - 34,0,0
"2410",2005,2,35 - 39,0,0
"2410",2005,2,40 - 44,0,0
"2410",2005,2,45 - 49,0,0
"2410",2005,2,50 - 54,0,0
"2410",2005,2,55 - 59,0,0
"2410",2005,2,60 - 64,0,0
"2410",2005,2,65 - 69,0,0
"2410",2005,2,70 - 74,0,0
"2410",2005,2,75 - 79,0,0
"2410",2005,2,80 - 84,0,0
"2410",2005,2,85 - 89,1,0
"2410",2005,2,90 - 94,0,0
"2410",2005,2,95+,0,0
"2410",2005,2,UNK,0,0
"2410",2005,3,Total,4,6
"2410",2005,3,0,0,0
"2410",2005,3,1,0,0
"2410",2005,3,2,0,0
"2410",2005,3,3,0,0
"2410",2005,3,4,0,0
"2410",2005,3,5 - 9,0,0
"2410",2005,3,10 - 14,0,0
"2410",2005,3,15 - 19,0,0
"2410",2005,3,20 - 24,0,0
"2410",2005,3,25 - 29,0,0
"2410",2005,3,30 - 34,0,0
"2410",2005,3,35 - 39,0,0
"2410",2005,3,40 - 44,0,0
"2410",2005,3,45 - 49,0,0
"2410",2005,3,50 - 54,0,1
"2410",2005,3,55 - 59,0,1
"2410",2005,3,60 - 64,0,0
"2410",2005,3,65 - 69,1,1
"2410",2005,3,70 - 74,0,0
"2410",2005,3,75 - 79,0,1
"2410",2005,3,80 - 84,2,1
"2410",2005,3,85 - 89,1,0
"2410",2005,3,90 - 94,0,1
"2410",2005,3,95+,0,0
"2410",2005,3,UNK,0,0
"2410",2005,4,Total,12,9
"2410",2005,4,0,0,0
"2410",2005,4,1,0,0
"2410",2005,4,2,0,0
"2410",2005,4,3,0,0
"2410",2005,4,4,0,0
"2410",2005,4,5 - 9,0,0
"2410",2005,4,10 - 14,0,0
