"","Year","Cause","Age","Female","Male"
"2120",1997,1,Total,35166,43277
"2120",1997,1,0,1212,1520
"2120",1997,1,1,58,70
"2120",1997,1,2,88,96
"2120",1997,1,3,65,69
"2120",1997,1,4,42,41
"2120",1997,1,5 - 9,155,249
"2120",1997,1,10 - 14,161,210
"2120",1997,1,15 - 19,217,451
"2120",1997,1,20 - 24,234,909
"2120",1997,1,25 - 29,261,1007
"2120",1997,1,30 - 34,381,1216
"2120",1997,1,35 - 39,516,1266
"2120",1997,1,40 - 44,690,1499
"2120",1997,1,45 - 49,907,1693
"2120",1997,1,50 - 54,1269,2253
"2120",1997,1,55 - 59,1664,2789
"2120",1997,1,60 - 64,2063,3312
"2120",1997,1,65 - 69,3212,4846
"2120",1997,1,70 - 74,3722,4991
"2120",1997,1,75 - 79,4371,4871
"2120",1997,1,80 - 84,5197,4770
"2120",1997,1,85 - 89,4723,3281
"2120",1997,1,90 - 94,2827,1414
"2120",1997,1,95+,1131,454
"2120",1997,1,UNK,0,0
"2120",1997,2,Total,1029,1436
"2120",1997,2,0,30,50
"2120",1997,2,1,9,5
"2120",1997,2,2,11,6
"2120",1997,2,3,4,3
"2120",1997,2,4,6,2
"2120",1997,2,5 - 9,11,12
"2120",1997,2,10 - 14,5,8
"2120",1997,2,15 - 19,8,8
"2120",1997,2,20 - 24,10,20
"2120",1997,2,25 - 29,25,68
"2120",1997,2,30 - 34,23,118
"2120",1997,2,35 - 39,26,118
"2120",1997,2,40 - 44,26,97
"2120",1997,2,45 - 49,31,68
"2120",1997,2,50 - 54,38,108
"2120",1997,2,55 - 59,58,75
"2120",1997,2,60 - 64,60,100
"2120",1997,2,65 - 69,73,131
"2120",1997,2,70 - 74,105,103
"2120",1997,2,75 - 79,126,127
"2120",1997,2,80 - 84,149,108
"2120",1997,2,85 - 89,120,61
"2120",1997,2,90 - 94,57,29
"2120",1997,2,95+,18,11
"2120",1997,2,UNK,0,0
"2120",1997,3,Total,8638,8986
"2120",1997,3,0,4,10
"2120",1997,3,1,4,3
"2120",1997,3,2,5,7
"2120",1997,3,3,8,7
"2120",1997,3,4,5,4
"2120",1997,3,5 - 9,29,41
"2120",1997,3,10 - 14,34,31
"2120",1997,3,15 - 19,30,38
"2120",1997,3,20 - 24,24,61
"2120",1997,3,25 - 29,54,87
"2120",1997,3,30 - 34,107,102
"2120",1997,3,35 - 39,206,103
"2120",1997,3,40 - 44,277,208
"2120",1997,3,45 - 49,407,290
"2120",1997,3,50 - 54,570,478
"2120",1997,3,55 - 59,704,693
"2120",1997,3,60 - 64,778,923
"2120",1997,3,65 - 69,1123,1433
"2120",1997,3,70 - 74,1144,1400
"2120",1997,3,75 - 79,1080,1243
"2120",1997,3,80 - 84,1010,995
"2120",1997,3,85 - 89,640,589
"2120",1997,3,90 - 94,305,193
"2120",1997,3,95+,90,47
"2120",1997,3,UNK,0,0
"2120",1997,4,Total,10115,10604
"2120",1997,4,0,6,9
"2120",1997,4,1,1,2
"2120",1997,4,2,2,2
"2120",1997,4,3,3,0
"2120",1997,4,4,2,0
"2120",1997,4,5 - 9,6,3
"2120",1997,4,10 - 14,9,8
"2120",1997,4,15 - 19,13,16
"2120",1997,4,20 - 24,16,20
"2120",1997,4,25 - 29,19,45
"2120",1997,4,30 - 34,35,67
"2120",1997,4,35 - 39,58,98
"2120",1997,4,40 - 44,110,181
"2120",1997,4,45 - 49,171,284
"2120",1997,4,50 - 54,246,457
"2120",1997,4,55 - 59,334,646
"2120",1997,4,60 - 64,534,910
"2120",1997,4,65 - 69,922,1386
"2120",1997,4,70 - 74,1148,1586
"2120",1997,4,75 - 79,1511,1580
"2120",1997,4,80 - 84,1818,1559
"2120",1997,4,85 - 89,1776,1135
"2120",1997,4,90 - 94,991,479
"2120",1997,4,95+,384,131
"2120",1997,4,UNK,0,0
"2120",1997,5,Total,1954,1779
"2120",1997,5,0,72,110
"2120",1997,5,1,2,5
"2120",1997,5,2,1,2
"2120",1997,5,3,1,3
"2120",1997,5,4,0,1
"2120",1997,5,5 - 9,3,10
"2120",1997,5,10 - 14,2,0
"2120",1997,5,15 - 19,4,7
"2120",1997,5,20 - 24,7,15
"2120",1997,5,25 - 29,8,18
"2120",1997,5,30 - 34,14,24
"2120",1997,5,35 - 39,13,32
"2120",1997,5,40 - 44,7,25
"2120",1997,5,45 - 49,17,20
"2120",1997,5,50 - 54,31,39
"2120",1997,5,55 - 59,32,48
"2120",1997,5,60 - 64,52,66
"2120",1997,5,65 - 69,81,131
"2120",1997,5,70 - 74,140,187
"2120",1997,5,75 - 79,192,206
"2120",1997,5,80 - 84,338,320
"2120",1997,5,85 - 89,413,267
"2120",1997,5,90 - 94,339,162
"2120",1997,5,95+,185,81
