"","Year","Cause","Age","Female","Male"
"2320",1995,1,Total,56,44
"2320",1995,1,0,0,0
"2320",1995,1,1,0,0
"2320",1995,1,2,0,0
"2320",1995,1,3,0,0
"2320",1995,1,4,0,0
"2320",1995,1,5 - 9,1,0
"2320",1995,1,10 - 14,1,0
"2320",1995,1,15 - 19,0,0
"2320",1995,1,20 - 24,0,0
"2320",1995,1,25 - 29,1,0
"2320",1995,1,30 - 34,0,1
"2320",1995,1,35 - 39,1,0
"2320",1995,1,40 - 44,0,1
"2320",1995,1,45 - 49,0,1
"2320",1995,1,50 - 54,2,5
"2320",1995,1,55 - 59,0,0
"2320",1995,1,60 - 64,1,3
"2320",1995,1,65 - 69,2,5
"2320",1995,1,70 - 74,4,5
"2320",1995,1,75 - 79,10,5
"2320",1995,1,80 - 84,12,6
"2320",1995,1,85 - 89,8,6
"2320",1995,1,90 - 94,10,6
"2320",1995,1,95+,3,0
"2320",1995,1,UNK,0,0
"2320",0,2,Total,0,1
"2320",0,2,0,0,0
"2320",0,2,1,0,0
"2320",0,2,2,0,0
"2320",0,2,3,0,0
"2320",0,2,4,0,0
"2320",0,2,5 - 9,0,0
"2320",0,2,10 - 14,0,0
"2320",0,2,15 - 19,0,0
"2320",0,2,20 - 24,0,0
"2320",0,2,25 - 29,0,0
"2320",0,2,30 - 34,0,0
"2320",0,2,35 - 39,0,0
"2320",0,2,40 - 44,0,0
"2320",0,2,45 - 49,0,0
"2320",0,2,50 - 54,0,1
"2320",0,2,55 - 59,0,0
"2320",0,2,60 - 64,0,0
"2320",0,2,65 - 69,0,0
"2320",0,2,70 - 74,0,0
"2320",0,2,75 - 79,0,0
"2320",0,2,80 - 84,0,0
"2320",0,2,85 - 89,0,0
"2320",0,2,90 - 94,0,0
"2320",0,2,95+,0,0
"2320",0,2,UNK,0,0
"2320",1995,3,Total,3,6
"2320",1995,3,0,0,0
"2320",1995,3,1,0,0
"2320",1995,3,2,0,0
"2320",1995,3,3,0,0
"2320",1995,3,4,0,0
"2320",1995,3,5 - 9,0,0
"2320",1995,3,10 - 14,0,0
"2320",1995,3,15 - 19,0,0
"2320",1995,3,20 - 24,0,0
"2320",1995,3,25 - 29,0,0
"2320",1995,3,30 - 34,0,0
"2320",1995,3,35 - 39,1,0
"2320",1995,3,40 - 44,0,0
"2320",1995,3,45 - 49,0,0
"2320",1995,3,50 - 54,0,0
"2320",1995,3,55 - 59,0,0
"2320",1995,3,60 - 64,0,0
"2320",1995,3,65 - 69,0,1
"2320",1995,3,70 - 74,0,1
"2320",1995,3,75 - 79,1,0
"2320",1995,3,80 - 84,0,3
"2320",1995,3,85 - 89,1,1
"2320",1995,3,90 - 94,0,0
"2320",1995,3,95+,0,0
"2320",1995,3,UNK,0,0
"2320",1995,4,Total,22,18
"2320",1995,4,0,0,0
"2320",1995,4,1,0,0
"2320",1995,4,2,0,0
"2320",1995,4,3,0,0
"2320",1995,4,4,0,0
"2320",1995,4,5 - 9,0,0
"2320",1995,4,10 - 14,0,0
"2320",1995,4,15 - 19,0,0
"2320",1995,4,20 - 24,0,0
"2320",1995,4,25 - 29,1,0
"2320",1995,4,30 - 34,0,0
"2320",1995,4,35 - 39,0,0
"2320",1995,4,40 - 44,0,1
"2320",1995,4,45 - 49,0,1
"2320",1995,4,50 - 54,1,2
"2320",1995,4,55 - 59,0,0
"2320",1995,4,60 - 64,1,1
"2320",1995,4,65 - 69,0,3
"2320",1995,4,70 - 74,2,3
"2320",1995,4,75 - 79,3,2
"2320",1995,4,80 - 84,6,1
"2320",1995,4,85 - 89,3,3
"2320",1995,4,90 - 94,4,1
"2320",1995,4,95+,1,0
"2320",1995,4,UNK,0,0
"2320",1995,5,Total,5,2
"2320",1995,5,0,0,0
"2320",1995,5,1,0,0
"2320",1995,5,2,0,0
"2320",1995,5,3,0,0
"2320",1995,5,4,0,0
"2320",1995,5,5 - 9,0,0
"2320",1995,5,10 - 14,0,0
"2320",1995,5,15 - 19,0,0
"2320",1995,5,20 - 24,0,0
"2320",1995,5,25 - 29,0,0
"2320",1995,5,30 - 34,0,0
"2320",1995,5,35 - 39,0,0
"2320",1995,5,40 - 44,0,0
"2320",1995,5,45 - 49,0,0
"2320",1995,5,50 - 54,0,0
"2320",1995,5,55 - 59,0,0
"2320",1995,5,60 - 64,0,0
"2320",1995,5,65 - 69,0,0
"2320",1995,5,70 - 74,0,0
"2320",1995,5,75 - 79,1,0
"2320",1995,5,80 - 84,1,0
"2320",1995,5,85 - 89,0,1
"2320",1995,5,90 - 94,3,1
"2320",1995,5,95+,0,0
"2320",1995,5,UNK,0,0
"2320",0,6,Total,0,1
"2320",0,6,0,0,0
"2320",0,6,1,0,0
"2320",0,6,2,0,0
"2320",0,6,3,0,0
"2320",0,6,4,0,0
"2320",0,6,5 - 9,0,0
"2320",0,6,10 - 14,0,0
"2320",0,6,15 - 19,0,0
"2320",0,6,20 - 24,0,0
